"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"22019";"Objeto: Contratação de serviços de sustentação do ambiente de Tecnologia de Informação e Comunicações (TIC) envolvendo gestão dos ambientes computacionais, administração dos serviços de rede de dados/voz/imagem, servidores, banco de dados, serviços de suporte técnico e atendimento aos usuários de TI do MAST.";"Fundamento Legal: Lei 10520/02 e Lei 8666/93.";"Pregão";"Publicado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"240124";"MUSEU DE ASTRONOMIA E CIENCIAS AFINS";"28/01/2019";"04/02/2019";"01/02/2019";"01/02/2020";"03589089000161";"MFC - CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA";"167760,0000";"587696,1600";"000042018";"240124";"MUSEU DE ASTRONOMIA E CIENCIAS AFINS";"5";"Pregão"
"92019";"Objeto: Contratação de serviços de manutenção predial, embolso, impermeabilização e pintura nas dependências do parque do Curso de Artilharia da Academia Militar das Agulhas Negras.";"Fundamento Legal: Parágrafo único do Art. 61 da Lei nr 8.666/93.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160249";"ACADEMIA MILITAR DAS AGULHAS NEGRAS";"15/02/2019";"18/02/2019";"18/02/2019";"17/02/2020";"10766639000136";"A. C. R. CONSTRUTORA PINHEIRAL LTDA";"148539,4100";"148539,4100";"000562017";"160249";"ACADEMIA MILITAR DAS AGULHAS NEGRAS";"-99";"Pregão - Registro de Preço"
"22019";"Objeto: Inscrição em Curso de Formação Practitioner em PNL (Programação Neurolinguística) para Capacitação, Treinamento e aperfeicoamento profissional para o professor Rodrigo Carneiro Brandão, Professor EBTT 40h DE da área de Informática, lotado e em exercício no IFNMG - Campus Montes Claros";"Fundamento Legal: LEI Nº 8.666/93";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26410";"Instituto Federal do Norte de Minas Gerais";"158437";"INST.FED.DO NORTE DE MG/CAMPUS MONTES CLAROS";"15/02/2019";"19/02/2019";"15/02/2019";"18/02/2019";"17358476000100";"C.B.P TREINAMENTOS E SERVICOS EIRELI";"2000,0000";"2000,0000";"000022019";"158437";"INST.FED.DO NORTE DE MG/CAMPUS MONTES CLAROS";"7";"Inexigibilidade de Licitação"
"432018";"Objeto: Aquisição de equipamentos de engenhariae viaturas";"Fundamento Legal: Lei 8.666/93 e 10.520/02";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160348";"5 BATALHAO DE ENGENHARIA DE CONSTRUCAO";"06/11/2018";"28/02/2019";"06/11/2018";"05/11/2019";"14707364000110";"XCMG BRASIL INDUSTRIA LTDA";"272000,0000";"272000,0000";"000062018";"160339";"1º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"-99";"Pregão - Registro de Preço"
"17502019";"Objeto: Contratação de empresa para prestação de serviço telefônico";"Fundamento Legal: Lei 8666/93 e demais alterações";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26439";"Instituto Federal de São Paulo";"158750";"IFSP - CAMPUS SAO PAULO PIRITUBA";"09/01/2019";"25/02/2019";"09/01/2019";"08/01/2021";"40432544000147";"CLARO S.A.";"9752,5400";"9752,5400";"000012018";"201057";"CENTRAL DE COMPRAS E CONTRATACOES - CENTRAL";"-99";"Pregão - Registro de Preço"
"22019";"Objeto: Prestação de serviços de publicação de atos oficiais e demais matérias de interesse do  IFPB Campus Santa Rita no Diário Oficial da U ião.";"Fundamento Legal: Art. 25, caput, Lei 8.666/93.";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26417";"Instituto Federal da Paraíba";"155892";"IFPB - CAMPUS SANTA RITA";"28/01/2019";"20/02/2019";"28/01/2019";"";"04196645000100";"IMPRENSA NACIONAL";"5000,0000";"5000,0000";"000012019";"155892";"IFPB - CAMPUS SANTA RITA";"7";"Inexigibilidade de Licitação"
"202018";"Objeto: Fornecimento de água e esgotamento sanitários pela Copanor - Serviços de saneamento integrado do Norte e Nordeste de Minas, para atender a demanda da Fazenda Experimental de Couto de Magalhães de Minas";"Fundamento Legal: Lei 8666/1993";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26255";"Universidade Federal dos Vales do Jequitinhon";"153036";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"30/11/2018";"11/02/2019";"01/12/2018";"";"09104426000160";"COPASA SERVICOS DE SANEAMENTO INTEGRADO DO NORTE E NORDESTE DE MINAS GERAIS S/A";"2000,0000";"2000,0000";"000072018";"153036";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"7";"Inexigibilidade de Licitação"
"132018";"Objeto: Contrato para fornecimento do serviço de acesso à internet para a agência do IBGE em Itabaiana/PB.";"Fundamento Legal: Art 24, Inciso I da Lei 8.666/93 e Lei 10.520/2002";"Dispensa de Licitação";"Publicado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114613";"UNIDADE ESTADUAL DO IBGE NA PARAIBA";"17/01/2019";"14/02/2019";"17/01/2019";"17/01/2022";"27274938000156";"PIERNET PB SERVICOS DE TELECOMUNICACOES LTDA";"2876,4000";"2876,4000";"000222018";"114613";"UNIDADE ESTADUAL DO IBGE NA PARAIBA";"6";"Dispensa de Licitação"
"62018";"Objeto: Serviços de instalação, manutenção preventiva e corretiva com fornecimento e troca de peças de equipamentos de ar condicionado tipo split.";"Fundamento Legal: Lei 8.666/93 Art. 61";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26418";"Instituto Federal de Pernambuco";"154853";"IFPE - CAMPUS JABOATAO DOS GUARARAPES";"01/10/2018";"08/02/2019";"01/10/2018";"01/10/2019";"14454407000101";"ELMA W R DOS SANTOS REFRIGERACAO";"77090,0000";"77090,0000";"000012017";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"-99";"Pregão - Registro de Preço"
"12019";"Objeto: Contratação de serviços de comunicação multimídia (banda larga), providos através de meio físico terrestre, utilizando fibra ótica ou cabo, para atendimento às necessidades de comunicação de dados da Agência do IBGE em Propriá, Sergipe, pelo período de 12 (doze) meses.";"Fundamento Legal: Lei 8666/1993, Art. 24, inciso II.";"Dispensa de Licitação";"Publicado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114616";"UNIDADE ESTADUAL DO IBGE EM SERGIPE";"18/01/2019";"07/02/2019";"18/01/2019";"18/01/2020";"10704356000160";"SERGIPE WEB PROVEDORES DE INTERNET EIRELI";"778,8000";"1557,6000";"000182018";"114616";"UNIDADE ESTADUAL DO IBGE EM SERGIPE";"6";"Dispensa de Licitação"
"18132019";"Objeto: Contratação de empresa para fornecimento de insumos de material de escritório e alimentação para a sede da eletronorte, localizada em brasília-df.";"Lei 8.666/93, decretos 5.450/05 e 7.892/13";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910809";"CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A";"05/02/2019";"05/02/2019";"05/02/2019";"05/05/2019";"09254386000132";"DIGITAL PAPELARIA E INFORMATICA  EIRELI";"1138,7000";"1138,7000";"-2";"";"";"";""
"132019";"Objeto: Aquisição de equipamentos (freezer) de acordo com as qualidades e exigências estabelecidas no Edital e seus anexos.";"Fundamento Legal: Lei 8666 e alterações";"Pregão";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30202";"Fundação Nacional do Índio";"190004";"FUNAI-COORDENACAO REGIONAL DE JI-PARANA/RO";"21/01/2019";"14/02/2019";"21/01/2019";"21/01/2020";"22057891000155";"G. H. PROCHNOW MOURAO";"2818,9900";"2818,9900";"000082018";"190004";"FUNAI-COORDENACAO REGIONAL DE JI-PARANA/RO";"5";"Pregão"
"884682019";"Objeto: Aquisição de retentor e anéis, para reposição dos estoques do centro pa1g, no âmbito da superintendência de gestão de ativos de produção da geração.";"Artigo 29, lei 13.303/2016.";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910809";"CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A";"15/02/2019";"15/02/2019";"15/02/2019";"15/07/2019";"31933655000146";"J. VICTOR TANGANELI DA ROCHA";"26969,6000";"26969,6000";"-2";"";"";"";""
