"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"772016";"Objeto: Prestação de serviços de vigia no campus Mariana-MG.";"Fundamento Legal: Lei 8666/93 e Lei 10.520/2002";"Pregão";"Publicado";"26000";"Ministério da Educação";"26277";"Universidade Federal de Ouro Preto";"154046";"UNIVERSIDADE FEDERAL DE OURO PRETO";"08/09/2016";"09/09/2016";"12/09/2016";"12/09/2017";"13892384000146";"GESTSERVI - GESTAO E TERCEIRIZACAO DE MAO-DE-OBRA - EIRELI";"255396,1000";"1340102,4300";"000042016";"154046";"UNIVERSIDADE FEDERAL DE OURO PRETO";"5";"Pregão"
"112016";"Objeto: Contratação de empresa especializada na prestação de serviço de horas-maquina com utilização de escavadeira agricola de esteira.";"Fundamento Legal: Lei 8666/93";"Pregão";"Publicado";"26000";"Ministério da Educação";"26406";"Instituto Federal do Espírito Santo";"158426";"INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA";"25/08/2016";"13/09/2016";"25/08/2016";"31/12/2016";"16920909000106";"PEDRA DA ONCA LOCACOES EIRELI";"35250,0000";"35250,0000";"000072016";"158426";"INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA";"5";"Pregão"
"142016";"Objeto: Contratação de empresa especializada nos serviços de limpeza, poda de equilíbrio, rebaixamento de copa e erradicação de árvores, e os serviços serão executados dentro das instalações da Fundação Joaquim Nabuco.";"Fundamento Legal: Lei nº 10.520 de 17 de julho de 2002";"Pregão";"Publicado";"26000";"Ministério da Educação";"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"24/08/2016";"05/09/2016";"24/08/2016";"07/10/2016";"15277246000182";"SANTAL SERVICOS TECNICOS EM SAUDE LTDA";"17694,0000";"17694,0000";"000252016";"344002";"FUNDACAO JOAQUIM NABUCO";"5";"Pregão"
"552016";"Objeto: Contratação de serviços de manutenção preventiva e corretiva do equipamento AVEP - Armazém Vertical por Extração de Prateleira, instalado no Hangar de manutenção do PAMAGL.";"Fundamento Legal: Lei 8.666/93.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISICOES ESPECIFICAS";"16/09/2016";"19/09/2016";"16/09/2016";"15/09/2017";"18546396000132";"SLIDELOG - SISTEMAS INTRALOGISTICOS LTDA";"109208,0000";"546040,0400";"000072016";"120195";"CENTRO DE AQUISICOES ESPECIFICAS";"7";"Inexigibilidade de Licitação"
"82016";"Objeto: Serviço de Manutenção Preventiva e Corretiva de Apoio às Atividades da Divisão de Operações do Centro de Lançamento de Alcântara.";"Fundamento Legal: Lei 8666/93";"Pregão";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120013";"CENTRO DE LANCAMENTO DE ALCANTARA";"01/09/2016";"09/09/2016";"01/09/2016";"31/08/2017";"06303302000115";"SPARTA ENGENHARIA, SERVICOS E COMERCIO EIRELI";"396353,0000";"2141444,3500";"000132016";"120013";"CENTRO DE LANCAMENTO DE ALCANTARA";"5";"Pregão"
"562016";"Objeto: Patrocinio a realização do 'Prêmio Qualidade Amazonas/2016',no dia 30/09/2016 em Manaus-AM.";"Fundamento Legal: Art. 25, da Lei nº 8.666/93";"Inexigibilidade de Licitação";"Retificação - Publicado";"53000";"Ministério do Desenvolvimento Regional";"53202";"Superintendência do Desenvolvimento da Amazôn";"533013";"SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA";"22/09/2016";"27/09/2016";"22/09/2016";"30/12/2016";"04405064000123";"FEDERACAO DAS INDUSTRIAS DO ESTADO DO AMAZONAS";"15000,0000";"15000,0000";"000242016";"533013";"SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA";"7";"Inexigibilidade de Licitação"
"392016";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇAO PREVENTIVA E CORRETIVA DAS INSTALAÇÕES PREDIAISE EXECUÇÃO DE SERVIÇOS EVENTUAIS, COM COBERTURA DE RISCOS, A SEREM EXECUTADOS NA GERÊNCIA EXECUTIVA DO INSS EM FORTALEZA E UNIDADES VINCULADAS.";"Fundamento Legal: LEI Nº 10520/2002, DECRETO Nº540/2005, LEI COMPLEMENTAR N";"Pregão";"Não se aplica";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"510677";"SUPERINTENDENCIA REGIONAL NORDESTE";"30/08/2016";"02/09/2016";"01/09/2016";"30/08/2022";"70315650000101";"L S PROJETOS E SERVICOS LTDA";"928875,4500";"928875,4500";"000032016";"510815";"GERENCIA EXECUTIVA FORTALEZA";"5";"Pregão"
"702016";"Objeto: Contratação de serviços de locação de máquinas copiadoras para o GAP-RJ, em sua sede no PREDCOMAER.";"Fundamento Legal: Leis 8.666/93 e 10520/02 e decretos 5450/05 e 7892/13";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120039";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"24/08/2016";"16/09/2016";"24/08/2016";"24/08/2017";"12616019000146";"PONTOBIT SOLUCOES TECNOLOGICAS LTDA";"8280,0000";"24768,0000";"000332015";"120195";"CENTRO DE AQUISICOES ESPECIFICAS";"-99";"Pregão - Registro de Preço"
"132016";"Objeto: Prestação de assistência médica na especialidade de Pediatria.";"Fundamento Legal: Parágrafo único do Art 61 da Lei 8666/93.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160216";"5º ESQUADRAO DE CAVALARIA MECANIZADO";"01/09/2016";"08/09/2016";"01/09/2016";"31/08/2017";"87864576753";"SANDRA HELENA DOS SANTOS ZATTAR";"4800,0000";"4800,0000";"000022016";"160216";"5º ESQUADRAO DE CAVALARIA MECANIZADO";"7";"Inexigibilidade de Licitação"
"412016";"Objeto: Aquisição de material de consumo da linha de escritorio para a Gerência Executiva em Santo André/SP e Agências jurisdicionadas";"Fundamento Legal: Lei 10520/02 Decreto 5450/05 e Lei 8666/93 e alterações posteriores";"Pregão - Registro de Preço";"Retificação - Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"511442";"GERENCIA EXECUTIVA SANTO ANDRE";"24/07/2016";"06/09/2016";"22/08/2016";"22/12/2016";"17671566000148";"MARECHAL COMERCIO DE EQUIPAMENTOS DE SEGURANCA - EIRELI";"1798,8000";"1798,8000";"000112016";"511339";"GERENCIA EXECUTIVA SAO PAULO-SUL";"-99";"Pregão - Registro de Preço"
