"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"1972013";"Objeto: Aquisição de material permanente.";"Fundamento Legal: Lei nº 8.666/93";"Pregão";"Publicado";"26000";"Ministério da Educação";"26250";"Universidade Federal de Roraima";"154080";"UNIVERSIDADE FEDERAL DE RORAIMA";"11/12/2013";"20/01/2014";"11/12/2013";"10/12/2014";"02865717000121";"MOGIMA COMERCIAL EIRELI";"23049,9000";"23049,9000";"000852013";"154080";"UNIVERSIDADE FEDERAL DE RORAIMA";"5";"Pregão"
"12014";"Objeto: PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE FORNECIMENTO DE SUPRIMENTO DE ENERGIA ELÉTRICA PARA A SFA/RO.";"";"Dispensa de Licitação";"Não se aplica";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130083";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RO";"02/01/2014";"22/01/2014";"02/01/2014";"31/12/2099";"05914650000166";"ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A";"102967,7200";"102967,7200";"000012014";"130083";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RO";"6";"Dispensa de Licitação"
"322013";"Objeto: Contratação da Fundação de Desenvolvimento da Pesquisa para dar apoio ao 'Projeto de avaliação externa da qualidade de laboratórios de triagem imunohematológica de doadores e receptores de sangue da Hemorrede Pública brsaileira.";"Fundamento Legal: Art. 1º, Lei nº 8958/1994 c/c inc. XIII, Art. 24, Lei 8666/1993.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"153289";"FACULDADE DE MEDICINA/UFMG";"31/12/2013";"07/01/2014";"31/12/2013";"31/12/2015";"18720938000141";"FUNDACAO DE DESENVOLVIMENTO DA PESQUISA";"4796939,0000";"4796939,0000";"000722013";"153289";"FACULDADE DE MEDICINA/UFMG";"6";"Dispensa de Licitação"
"472013";"Objeto: Aquisição de Laser Oftalmologia modelo Hyalus Green Laser.";"Fundamento Legal: Lei nº 8.666/93, e demais legislações correlatas.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26232";"Universidade Federal da Bahia";"153040";"COMPLEXO HOSP UNIVERS PROF EDGARD SANTOS";"26/12/2013";"29/01/2014";"26/12/2013";"25/12/2014";"10335819000163";"EL ROI MEDICAL SOLUTIONS INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA";"145799,0000";"145799,0000";"000782013";"153040";"COMPLEXO HOSP UNIVERS PROF EDGARD SANTOS";"-99";"Pregão - Registro de Preço"
"592013";"Objeto: Aquisição de material de consumo.";"Fundamento Legal: Lei nº 8.666/93, Lei nº 10.520/02 e Decreto nº 5.450/05.";"Pregão - Registro de Preço";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"512006";"COORDENACAO DE ORCAMENTO E FINANCAS";"05/12/2013";"06/01/2014";"05/12/2013";"04/12/2014";"03317545000114";"MONTEJANE INDUSTRIA E COMERCIO LTDA";"389,9000";"389,9000";"000172013";"512006";"COORDENACAO DE ORCAMENTO E FINANCAS";"-99";"Pregão - Registro de Preço"
"392013";"Objeto: Aquisição de 570 microcomputadores desktop tipo 1";"Fundamento Legal: 8666/93";"Pregão - Registro de Preço";"Publicado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170085";"SUPERINTENDENCIA REG. ADM. DO ME-MINAS GERAIS";"27/12/2013";"10/01/2014";"27/12/2013";"10/02/2014";"81243735000148";"POSITIVO TECNOLOGIA S.A.";"1253430,0000";"1253430,0000";"000112013";"170085";"SUPERINTENDENCIA REG. ADM. DO ME-MINAS GERAIS";"-99";"Pregão - Registro de Preço"
"32014";"Objeto: Prestação, de forma contínua, de serviços de Apoio Administrativo, que serão executados nas dependências do Inmetro, perfazendo um total de 256 (duzentos e cinquenta e seis) postos de serviço, com execução mediante o regime de execução indireta com fornecimento de mão de obra, sem subordinação direta.";"Fundamento Legal: Lei nº10.520/02, Decreto nº5.450/05 e Lei nº8.666/93.";"Pregão";"Publicado";"25000";"Ministério da Economia";"30203";"Instituto Nacional de Metrologia, Qualidade e";"183023";"INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG";"24/01/2014";"27/01/2014";"03/02/2014";"02/02/2015";"03062394000109";"MILENIO - ASSESSORIA EMPRESARIAL LTDA.";"16812814,0800";"35029644,1600";"000252013";"183023";"INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG";"5";"Pregão"
"72014";"Objeto: Fornecimento de gêneros alimentícios";"Fundamento Legal: Lei 8666";"Pregão";"Publicado";"26000";"Ministério da Educação";"26281";"Fundação Universidade Federal de Sergipe";"154050";"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"22/01/2014";"24/01/2014";"22/01/2014";"21/01/2015";"00833739000184";"ENIVANIA CARVALHO PEIXOTO";"11605,4000";"14495,8500";"001582013";"154050";"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"5";"Pregão"
"222812014";"Objeto: Serviço fornecimento energia elétrica conforme especificação técnica";"Lei 8.666/93 - Art.24, Inciso XXII";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910810";"ELETROSUL CENTRAIS ELETRICAS S.A.";"24/01/2014";"24/01/2014";"24/01/2014";"31/12/2014";"15413826000150";"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.";"150000,0000";"150000,0000";"-2";"";"";"";""
"12014";"Objeto: Elaboração do projeto estrutural e adequação dos demais projetos da obra de construçãodo Câmpus Tarauacá (Bloco A, Auditório, Estacionamento)";"Fundamento Legal: Lei nº 8.666/1993";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26425";"Instituto Federal do Acre";"158156";"INST.FED.DE EDUC.,CIENC.E TEC.DO ACRE";"09/01/2014";"14/01/2014";"09/01/2014";"08/01/2015";"03748743000132";"TECNOLAJES ENGENHARIA E CONSTRUCOES LTDA";"42409,7700";"42409,7700";"000012013";"158156";"INST.FED.DE EDUC.,CIENC.E TEC.DO ACRE";"-99";"Pregão - Registro de Preço"
