"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"102020";"Objeto: Aquisição de kits HerdCheckBSE-Scrapie Antigen.";"Fundamento Legal: Lei nº 8.666/93 e demais legislações correlatas";"Pregão - Registro de Preço";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130016";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/PE";"27/03/2020";"30/03/2020";"27/03/2020";"25/06/2020";"00377455000120";"IDEXX BRASIL LABORATORIOS LTDA.";"116800,0000";"116800,0000";"000022020";"130016";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/PE";"-99";"Pregão - Registro de Preço"
"672020";"Objeto: Prestação de serviços de vigilância desarmada, no período diurno, escala 12 x 36, de segunda-feira a domingo, em regime de preço unitário, na sede da CTL Primavera do Leste.";"Fundamento Legal: Lei 8666/93 e alterações";"Dispensa de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30202";"Fundação Nacional do Índio";"194029";"COORDENACAO REGIONAL XAVANTE/MT";"25/03/2020";"27/03/2020";"01/04/2020";"05/02/2021";"05083119000199";"SEGVEL-SERVICOS DE SEGURANCA E VIGILANCIA LTDA";"87795,4000";"87795,4000";"000012020";"194029";"COORDENACAO REGIONAL XAVANTE/MT";"6";"Dispensa de Licitação"
"162020";"Objeto: Fornecimento de tiras reagentes para uroanálise com comodato de aparelho para leitura das tiras.";"Fundamento Legal: Lei 13303/16";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155011";"HOSPITAL DE CLINICAS DA UFTM";"25/03/2020";"26/03/2020";"25/03/2020";"25/03/2021";"26518793000129";"RESENDE DIAGNOSTICOS EIRELI";"18360,0000";"18360,0000";"000042019";"155011";"HOSPITAL DE CLINICAS DA UFTM";"-99";"Pregão - Registro de Preço"
"150002020";"Objeto: Aquisição de 2.500 (dois mil e quinhentos) pacotes de café moído em embalagens de 500 gramas, conforme especificações e quantitativos estabelecidos no Termo de Referência.";"Fundamento Legal: Leis n  8.666/1993, 10.520/2002 e 8.078/1990.";"Dispensa de Licitação";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22201";"Instituto Nacional de Colonização e Reforma A";"373067";"SUPERINTENDENCIA REGIONAL DO PARANA - SR(PR)";"18/03/2020";"23/03/2020";"23/03/2020";"23/03/2022";"16098108000107";"L. M. L. M. DISTRIBUICAO DE CAFE LTDA";"15000,0000";"15000,0000";"000012020";"373067";"SUPERINTENDENCIA REGIONAL DO PARANA - SR(PR)";"6";"Dispensa de Licitação"
"22020";"Objeto: Aquisição de livros nacionais e importados de diversas áreas do conhecimento";"Fundamento Legal: Lei 10520/2002, Decreto n  7892/2013";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26415";"Instituto Federal do Mato Grosso do Sul";"158450";"INST. FED. DO MS/CAMPUS CORUMBA";"20/02/2020";"12/03/2020";"20/02/2020";"31/12/2020";"02755013000104";"GD DISTRIBUIDORA DE LIVROS LTDA";"48000,0000";"48000,0000";"000012019";"154809";"IFSULDEMINAS - CAMPUS POCOS DE CALDAS";"-99";"Pregão - Registro de Preço"
"222020";"OBJETO: Serviço de modernização eletronica do torno";"Fundamento Legal: Pregão eletronico pela lei 13303";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"20302";"Nuclebrás Equipamentos Pesados S.A.";"113208";"NUCLEBRAS EQUIPAMENTOS PESADOS S/A-NUCLEP";"27/02/2020";"16/03/2020";"27/02/2020";"26/02/2021";"32683520000132";"CONTRATADO : MISURETECH AUTOMACAO E SERVICOS  -EIRELI";"617750,0000";"617750,0000";"-2";"";"";"";""
"12020";"Objeto: Contratação de serviços de renovação e substituição de suíte de segurança Symantec, upgrade de licenças de antivírus para inclusão de funcionalidade EDR, proteção de ambiente Active Directory, bem como aquisição da ferramenta de endpoint detection and response. Valor global estimativo referente ao período de 60 meses.";"Fundamento Legal: Lei 8666/93, Lei 10520/02, Lei 8248/91, Dec 9507/18, Dec 7174/10, IN SGD/ME 1/19 e IN SEGES/MPDG 5/17.";"Pregão";"Publicado";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unidades";"240010";"DEPTO DE TECNOLOGIA E GESTAO DA INFORMACAO";"27/03/2020";"31/03/2020";"27/03/2020";"27/03/2025";"01707536000104";"ISH TECNOLOGIA S/A";"10484275,0000";"10484275,0000";"000012019";"240010";"DEPTO DE TECNOLOGIA E GESTAO DA INFORMACAO";"5";"Pregão"
"102020";"Objeto: Contratação de serviços de leiloeiro público oficial, registrado na Junta Comercial doEstado de Rondônia. O Leiloeiro receberá o percentual homologado no Pregão 01/2020, sobre o valor de venda de cada bem ou lote arrematado, correspondendo a 0% do valor dos itens arrematados, percentual a ser pago pela FUNAI/CACOAL. O Leiloeiro receberá, a comissão de 5%,";"Fundamento Legal: Lei 8666/93 e alterações";"Pregão";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30202";"Fundação Nacional do Índio";"194003";"COORDENACAO REGIONAL DE CACOAL/RO";"18/03/2020";"20/03/2020";"18/03/2020";"18/03/2020";"58330232972";"EVANILDE AQUINO PIMENTEL ROSA";"1,0000";"1,0000";"000012020";"194003";"COORDENACAO REGIONAL DE CACOAL/RO";"5";"Pregão"
"932019";"Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (CARNE DE AVE PROCESSADA TIPO PERU) PARA 4ª REGIÃO MILITAR.";"Fundamento Legal: PARAGRAFO ÚNICO DO ARTIGO 61 DA LEI 8666/93.";"Pregão - Registro de Preço";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160118";"COMANDO DA 4ª REGIAO MILITAR";"03/10/2019";"10/03/2020";"03/10/2019";"02/10/2020";"39818737000151";"HORTO CENTRAL MARATAIZES LTDA";"75600,0000";"75600,0000";"000042018";"160118";"COMANDO DA 4ª REGIAO MILITAR";"-99";"Pregão - Registro de Preço"
"42020";"Objeto: Serviços contínuos de gestão do sistemade aferição de conhecimentos teóricos, incluindo inscrição, agendamento, aplicação e avaliaçãoeletrônicas de exames teóricos de certificação dos recursos humanos para a aviação civil brasileira, para as licenças e habilitações cuja exigência esteja prevista nos regulamentos aplicáveis.";"Fundamento Legal: Lei 8666/93, Decreto 9507/2018 e IN SEGES 05/2017";"Inexigibilidade de Licitação";"Publicado";"39000";"Ministério da Infraestrutura";"62201";"Agência Nacional de Aviação Civil";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL";"25/03/2020";"30/03/2020";"21/04/2020";"21/04/2021";"33641663000144";"FUNDACAO GETULIO VARGAS";"5880000,0000";"5880000,0000";"000052020";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL";"7";"Inexigibilidade de Licitação"
