"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"42017";"Objeto: A contratação de serviços continuados de desinsetização, descupinização e desratização para controle de traças, aranhas, baratas, formigas, mosquitos, lacraias, cupins, ratos e outros animais de pequeno porte, com execução mediante o regime de empreitada por preço unitário, para atender às necessidades da Superintendência Regional da Polícia Rodoviária Federal na Bahia (SRPRF/BA).";"Fundamento Legal: Lei 8.666/93";"Pregão";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200114";"SUPERINTENDENCIA DA PRF NA BAHIA";"07/04/2017";"11/04/2017";"07/04/2017";"07/04/2018";"12187302000108";"SANEAR SAUDE AMBIENTAL LTDA";"5800,0000";"5800,0000";"000012017";"200114";"SUPERINTENDENCIA DA PRF NA BAHIA";"5";"Pregão"
"292017";"Objeto: Aquisição de Ovo Fértil SPF.";"Fundamento Legal: Art 25/I da Lei 8.666/93";"Inexigibilidade de Licitação";"Publicado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"23/02/2017";"04/04/2017";"23/02/2017";"29/12/2017";"17332625000153";"VALO BIOMEDIA DO BRASIL PRODUCAO DE OVOS LTDA.";"1545850,8000";"1545850,8000";"000342017";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"7";"Inexigibilidade de Licitação"
"13862017";"Objeto: Materiais de limpeza e conservação para a regional de transmissão do maranhão.";"Lei 8.666/93 e 10.520/02";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910809";"CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A";"04/04/2017";"04/04/2017";"04/04/2017";"02/08/2017";"03049858000139";"C.H.N. PACHECO COMERCIO E REPRESENTACOES";"122672,4000";"122672,4000";"-2";"";"";"";""
"2112017";"Objeto: Contratação de serviços de dedetização para as unidades locais do DNIT/RN.";"Fundamento Legal: Decreto 7892/2013 e Lei n    8666/93.";"Pregão - Registro de Preço";"Publicado";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"393021";"SUPERINTENDENCIA REG. NO ESTADO RN - DNIT";"13/03/2017";"06/04/2017";"13/03/2017";"13/03/2018";"04827603000112";"SAMTAL LTDA";"2584,5600";"7753,6800";"000072016";"120101";"BASE AEREA DE NATAL";"-99";"Pregão - Registro de Preço"
"12017";"Objeto: Contratação de serviços continuados comuns, terceirizados com mão de obra exclusiva, ferramentral integral e insumos básicos para execução da manutenção predial, preventiva e corretiva de todas as instalações e edificações do Centro de Desenvolvimento da Tecnologia Nuclear-CNEN/CDTN";"Fundamento Legal: Lei 8666/1993, e alterações";"Pregão";"Publicado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113205";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-CDTN";"20/04/2017";"25/04/2017";"02/05/2017";"04/05/2018";"02566106000182";"SM21 ENGENHARIA E CONSTRUCOES LTDA";"874893,4800";"3658723,5100";"000622017";"113205";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-CDTN";"5";"Pregão"
"2022016";"Objeto: É objeto desta contratação a aquisição de GÊNEROS ALIMENTICIOS DA AGRICULTURA FAMILIARPARA ALIMENTAÇÃO ESCOLAR. (PNAE).";"Fundamento Legal: Lei 8666/93 e suas alterações posteriores.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26435";"Instituto Federal do Rio Grande do Norte";"154582";"INST FED RN / CAMPUS SAO GONCALO DO AMARANTE";"21/12/2016";"11/04/2017";"21/12/2016";"20/12/2017";"13104788000128";"COOPERATIVA DOS PRODUTORES RURAIS DE SAO GONCALO DO AMARANTE";"37460,5900";"46815,2300";"000132016";"154582";"INST FED RN / CAMPUS SAO GONCALO DO AMARANTE";"6";"Dispensa de Licitação"
"82017";"Objeto: Contratação de serviços de Unidade de Processamento de roupas de Serviços de Saúde, empresa especializada na prestação de serviços de lavanderia hospitalar externa.";"Fundamento Legal: Lei 8.666/93";"Pregão";"Publicado";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"150229";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"29/03/2017";"19/04/2017";"29/03/2017";"28/03/2018";"02515391000374";"HOSP LAVER SERVICOS DE HIGIENIZACAO DE ROUPAS HOSPITALARES E CORRELATOS LTDA";"1829880,0000";"1878840,0000";"001312016";"150229";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"5";"Pregão"
"72017";"Objeto: Aquisição de gêneros alimentícios para atender as necessidades do Restaurante Universitário do CCTA/UFCG.";"Fundamento Legal: Lei nº 8.666/93 e suas alterações";"Pregão";"Publicado";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"158301";"CENTRO DE CIENCIAS E TECNOLOGIA AGROALIMENTAR";"10/04/2017";"18/04/2017";"10/04/2017";"09/04/2018";"09328635000197";"OASIS COMERCIO E REPRESENTACOES LTDA";"18152,5000";"18152,5000";"000012017";"158301";"CENTRO DE CIENCIAS E TECNOLOGIA AGROALIMENTAR";"5";"Pregão"
"42017";"Objeto: PRESTAÇÃO DO SERVIÇO DE ELABORAÇÃO, IMPRESSÃO, EMPACOTAMENTO E TRANSPORTE DE PROVAS DOS CONCURSOS DO CIAAR.";"Fundamento Legal: LEI 8.666/93";"Dispensa de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120636";"GRUPAMENTO DE APOIO DE LAGOA SANTA";"27/03/2017";"03/04/2017";"27/03/2017";"27/09/2021";"01166492000152";"FUNDACAO DE APOIO E DESENVOLVIMENTO DA EDUCACAO, CIENCIA, E TECNOLOGIA DE MINAS";"870000,0000";"961000,0000";"000012017";"120636";"GRUPAMENTO DE APOIO DE LAGOA SANTA";"6";"Dispensa de Licitação"
"142017";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE TÉCNICO EM COMPUTAÇÃO COPEIRA, RECEPCIONISTA, TRATADOR DE ANIMAIS,MANUTENÇÃO EM EDIFICAÇÕES E MOTORISTA, POR MEIO DE EXECUÇÃO INDIRETA E CONTÍNUA, FORNECENDO TODA MÃO-DE-OBRA, EQUIPAMENTOS DE SEGURANÇA E  DEMAIS UTENSÍLIOS.";"Fundamento Legal: LEI 8666/93; LEI 10520/02;   DECRETO  2271/97; IN SLTI/MP";"Pregão";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200120";"SUPERINTENDENCIA DA PRF NO MATO GROSSO";"11/04/2017";"13/04/2017";"11/04/2017";"10/08/2020";"11955173000180";"SPANDEX SERVICOS DE TERCEIRIZACAO DE MAO DE OBRA EIRELI";"1096462,4000";"1124589,2000";"000042017";"200120";"SUPERINTENDENCIA DA PRF NO MATO GROSSO";"5";"Pregão"
