"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"3942021";"Objeto: CONTRATAÇÃO DE LICENÇA, SUPORTE E CAPACITAÇÃO DO SOFTWARE DENOMINADO SISTEMA ATHENA, POR PRAZO DETERMINADO DE 36 MESES PARA O PROGRAMA DE PÓS-GRADUAÇÃO EM NEUROCIÊNCIAS";"";"Inexigibilidade de Licitação";"Não se aplica";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"153291";"INSTITUTO DE CIENCIAS BIOLOGICAS/UFMG";"17/11/2021";"18/11/2021";"01/12/2021";"01/12/2024";"22058567000151";"JANUS EDUCARE SERVICOS LTDA";"15000,0000";"15000,0000";"000502021";"153291";"INSTITUTO DE CIENCIAS BIOLOGICAS/UFMG";"7";"Inexigibilidade de Licitação"
"122021";"Objeto: EXECUÇÃO DE REDE DE ESGOTO, NO INTERIOR DO CAMPUS ATÉ A REDE EXTERNA DE CAPTAÇÃO DA SANEPAR";"";"Pregão";"Não se aplica";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153178";"UTFPR - CAMPUS PONTA GROSSA";"11/11/2021";"25/11/2021";"11/11/2021";"28/04/2022";"79785432000105";"UEME CONSTRUCAO CIVIL LTDA";"77550,0000";"77550,0000";"000422021";"153178";"UTFPR - CAMPUS PONTA GROSSA";"5";"Pregão"
"1142021";"Objeto: SERVIÇO DE LIMPEZA, ASSEIO ECONSERVAÇÃO COM FORNECIMENTO DE EQUIPAMENTOS E MATERIAIS, PARA OCAMPUS SÃO CARLOS DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA ETECNOLOGIA DE SANTA CATARINA, IFSC";"";"Pregão";"Não se aplica";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"01/10/2021";"08/11/2021";"15/10/2021";"15/10/2022";"25117443000198";"JL SERVICOS LTDA";"197850,0000";"197850,0000";"000392021";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"5";"Pregão"
"472021";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS PARA DETECÇÃO E ALARME DE INCÊNDIO, PARA IMPLANTAÇÃO E MANUTENÇÃO DE SISTEMA DE DETECÇÃO E ALARME DE INCÊNDIO EM ÁREAS OPERACIONAIS E TÉCNICAS DO CRCEA-SE.";"";"Pregão - Registro de Preço";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120633";"GRUPAMENTO DE APOIO DE SAO PAULO";"12/11/2021";"17/11/2021";"12/11/2021";"12/11/2022";"09341846000160";"ARQTEC COMERCIO E SERVICOS LTDA";"408679,6000";"408679,6000";"001042020";"120633";"GRUPAMENTO DE APOIO DE SAO PAULO";"-99";"Pregão - Registro de Preço"
"2082021";"Objeto: AQUISIÇÃO DE SUBSTÂNCIAS PARA O DIAGNÓSTI CO 'IN VITRO',REAGENTES, CONJUNTOS E KITS PARA TESTE DE LABORATÓRIO";"";"Pregão";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257003";"INSTITUTO EVANDRO CHAGAS";"07/11/2021";"22/11/2021";"07/11/2021";"27/11/2022";"63067904000588";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"358270,0600";"358270,0600";"000382021";"257003";"INSTITUTO EVANDRO CHAGAS";"5";"Pregão"
"42021";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTINUADOS DE PORTARIA, COM DISPONIBILIZAÇÃO DE MÃO DE OBRA EM REGIME DE DEDICAÇÃO EXCLUSIVA EM UM SÓ POSTO COM REVEZAMENTO DE DOIS AGENTES,NO PRÉDIO DA UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO NORTE.";"";"Pregão";"Não se aplica";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114612";"UNIDADE ESTADUAL DO IBGE NO RIO G. NORTE";"10/11/2021";"24/11/2021";"23/11/2021";"22/11/2023";"03727819000143";"CRISERV LOCACAO DE MAO DE OBRA E SERVICOS EIRELI";"53382,7200";"58179,2400";"000032021";"114612";"UNIDADE ESTADUAL DO IBGE NO RIO G. NORTE";"5";"Pregão"
"172021";"Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS E DESCARTÁVEIS - QUANTITATIVO DO RANCHO (QR).";"";"Pregão";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160263";"11 GRUPO DE ARTILHARIA DE CAMPANHA";"23/06/2021";"30/11/2021";"23/06/2021";"31/12/2021";"10787920000155";"COMALTA COMERCIO DE ALIMENTOS LTDA";"1244,0000";"1244,0000";"000032020";"160263";"11 GRUPO DE ARTILHARIA DE CAMPANHA";"5";"Pregão"
"42021";"Objeto: O PRESENTE INSTRUMENTO DE CONTRATO TEM COMO OBJETO A PRESTAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL PESSOAL-GSM, COMPREENDIDO NA ÁREA DE SERVIÇO DA PRESTADORA, MEDIANTE A CESSÃO DE USO CONFORME PROPOSTA ENVIADA.";"";"Dispensa de Licitação";"Não se aplica";"35000";"Ministério das Relações Exteriores";"35201";"Fundação Alexandre de Gusmão";"244001";"FUNDACAO ALEXANDRE DE GUSMAO";"25/11/2021";"29/11/2021";"25/11/2021";"25/11/2023";"02558157000162";"TELEFONICA BRASIL S.A.";"5216,0400";"5216,0400";"000222021";"244001";"FUNDACAO ALEXANDRE DE GUSMAO";"6";"Dispensa de Licitação"
"1032021";"Objeto: AQUISIÇÃO DE MOBILIÁRIO PARA ATENDER AS NECESSIDADES DO MINISTÉRIO DA SAÚDE - MS, EM BRASÍLIA - DF";"";"Pregão - Registro de Preço";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250110";"CG DE MATERIAL E PATRIMONIO - CGMAP/SAA";"12/11/2021";"17/11/2021";"12/11/2021";"12/11/2022";"05075877000165";"OMP DO BRASIL LTDA";"160680,0000";"160680,0000";"000062021";"250110";"CG DE MATERIAL E PATRIMONIO - CGMAP/SAA";"-99";"Pregão - Registro de Preço"
"102021";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE DEDETIZAÇÃO E DESRATIZAÇÃO EM GERAL, DE MODO QUE SE ELIMINEM ROEDORES, ARACNÍDEOS, INSETOS VOADORES E RASTEIROS E MOLUSCOS NOS PRÉDIOS OCUPADOS PELA SUPERINTENDÊNCIA DA POLÍCIA RODOVIÁRIA FEDERAL NA PARAÍBA";"";"Pregão";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200122";"SUPERINTENDENCIA DA PRF NA PARAIBA";"22/11/2021";"25/11/2021";"25/11/2021";"25/11/2023";"06248164000119";"JOSE AVAILTON DA CUNHA";"11466,2200";"11466,2200";"000082021";"200122";"SUPERINTENDENCIA DA PRF NA PARAIBA";"5";"Pregão"
