"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"12019";"Objeto: CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃOTELEFÔNIA MÓVEL - PACOTE DE SERVIÇOS EMPRESARIAL DE CELULAR/SMARTPHONE.";"Fundamento Legal: LEI 10520/02_C/C LEI 8666/93.";"Pregão - Registro de Preço";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160265";"15º REGIMENTO DE CAVALARIA MECANIZADO(ESCOLA)";"02/05/2019";"15/05/2019";"02/05/2019";"23/03/2022";"05423963000111";"OI MOVEL S.A. - EM RECUPERACAO JUDICIAL";"887,5200";"10650,2400";"000112018";"160328";"LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO";"-99";"Pregão - Registro de Preço"
"682018";"Objeto: Aquisição de equipamentos laboratoriais.";"Fundamento Legal: Lei 10.520 e Lei 8.666.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155180";"HOSP DE ENSINO DR WASHINGTON ANTONIO DE BARRO";"23/11/2018";"20/05/2019";"23/11/2018";"23/11/2019";"81618753000167";"ELBER INDUSTRIA DE REFRIGERACAO LTDA";"8050,0000";"8050,0000";"000192018";"155180";"HOSP DE ENSINO DR WASHINGTON ANTONIO DE BARRO";"-99";"Pregão - Registro de Preço"
"62019";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE GERENCIAMENTO E ADMINISTRAÇÃO DE DESPESAS DE MANUTENÇÃO AUTOMOTIVA EM GERAL (PREVENTIVA E CORRETIVA) E ABASTECIMENTO, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.";"Fundamento Legal: ART. 37, INC. XXI CRFB";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26433";"Instituto Federal do Rio de Janeiro";"158484";"CAMPUS PARACAMBI";"20/05/2019";"31/05/2019";"20/05/2019";"20/05/2023";"03506307000157";"TICKET SOLUCOES HDFGT S/A";"55481,3100";"55481,3100";"000072019";"158484";"CAMPUS PARACAMBI";"-99";"Pregão - Registro de Preço"
"92019";"Objeto: Aquisição de veículo policial descara- cterizado tipo sedan médio Chevrolet Cruze 1.4";"Fundamento Legal: Lei 10520/2002";"Pregão - Registro de Preço";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200232";"SUPERINTENDENCIA DA PRF EM RORAIMA";"11/05/2019";"20/05/2019";"11/05/2019";"10/02/2020";"59275792000150";"GENERAL MOTORS DO BRASIL LTDA";"181744,0000";"181744,0000";"000132018";"200109";"POLICIA RODOVIARIA FEDERAL";"-99";"Pregão - Registro de Preço"
"2082019";"Objeto: Aquisição de obras literárias para atendimento ao Programa Nacional do Livro Didático - PNLD Literário 2018.";"Fundamento Legal: Lei 8.666/93";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26298";"Fundo Nacional de Desenvolvimento da Educação";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"28/05/2019";"31/05/2019";"28/05/2019";"22/05/2020";"12306262000168";"PATRICIA VELOSO";"863401,4600";"925290,7400";"002222018";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"7";"Inexigibilidade de Licitação"
"342019";"Objeto: PRESTAÇÃO DE SERVIÇOS TECNICOS DE ELABORAÇÃO DE CADASTRO DE EDIFICAÇÕES E SUAS INSTALAÇÕES; PROJETO BASICO E EXECUTIVO DE SEGURANÇA CONTRA INCENDIO E PANICO DE SISTEMA DE PROTEÇÃOCONTRA DESCARGA ATMOSFERICA (SPDA) PARA OS EDIFICIOS DA ESCOLA POLITECNICA DA UFBA.";"Fundamento Legal: LEI 8666/93";"Tomada de Preços";"Não se aplica";"26000";"Ministério da Educação";"26232";"Universidade Federal da Bahia";"153038";"UNIVERSIDADE FEDERAL DA BAHIA";"07/05/2019";"10/05/2019";"07/05/2019";"27/04/2021";"03207445000135";"GBM ARQUITETURA, CONSULTORIA E PROJETOS COMPLEMENTARES EIRELI";"181566,0000";"181566,0000";"000042018";"153038";"UNIVERSIDADE FEDERAL DA BAHIA";"2";"Tomada de Preços"
"242019";"Objeto: Contratação de serviços de infraestrutura de TI para atender necessidades da UFES em todos os campi";"Fundamento Legal: Lei 8666/93";"Pregão";"Publicado";"26000";"Ministério da Educação";"26234";"Universidade Federal do Espírito Santo";"153046";"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"20/05/2019";"22/05/2019";"20/05/2019";"19/05/2020";"00427205000158";"NET SERVICE TECNOLOGIA LTDA";"3099000,0000";"3099000,0000";"000792018";"153046";"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"5";"Pregão"
"42019";"Objeto: CONTRATAÇÃO DE SERVIÇOS, COM AQUISIÇÃODE PEÇAS PARA MANUTENÇÃO DE MÓVEIS.";"Fundamento Legal: LEI 8666/93 E SUAS ALTERAÇÕES";"Pregão";"Não se aplica";"26000";"Ministério da Educação";"26422";"Instituto Federal Catarinense";"152253";"IF CATARINENSE - CAMPUS IBIRAMA";"11/04/2019";"20/05/2019";"11/04/2019";"10/04/2020";"10495635000160";"ROSALINO & ROSALINO LTDA";"110690,0000";"110690,0000";"000012019";"152253";"IF CATARINENSE - CAMPUS IBIRAMA";"5";"Pregão"
"102019";"Objeto: AQUISIÇÃO DE MATERIAL DE EXPEDIENTE E CONSUMO PARA ATENDER ÀS NECESSIDADES DA GERÊNCIA EXECUTIVA DO INSS EM ANÁPOLIS - GO E UNIDADESVINCULADAS.";"Fundamento Legal: LEI 10.520/02 E SUBSIDIARIAMENTE A LEI 8.666/93";"Pregão - Registro de Preço";"Não se aplica";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"510421";"GERENCIA EXECUTIVA ANAPOLIS";"17/05/2019";"27/05/2019";"17/05/2019";"17/05/2020";"30148905000174";"COMERCIO E SERVICOS LEV LTDA";"1848,2400";"1848,2400";"000052018";"510120";"GERENCIA EXECUTIVA BELEM";"-99";"Pregão - Registro de Preço"
"82019";"Objeto: Contratação de empresa especializada para realizar serviços de reforma de cadeiras para atender demandas da Gerência Executiva do INSS de Novo Hamburgo e unidades vinculadas.";"Fundamento Legal: Lei 8.666/1993, artigo 24, inciso II";"Dispensa de Licitação";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"510909";"GERENCIA EXECUTIVA NOVO HAMBURGO";"11/04/2019";"24/05/2019";"11/04/2019";"31/12/2019";"19042576000140";"CLAUDETE SCARIOT PORAZZI 72016582049";"6500,0000";"6500,0000";"000032019";"510909";"GERENCIA EXECUTIVA NOVO HAMBURGO";"6";"Dispensa de Licitação"
