"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"12015";"Objeto: Publicação  do contrato de prestação deserviços  de locação de impressora para o bata-lhão, conforme contrato nº 01/2015.            WP sistemas reprográficose impressão ltda - me (Pregão srp nº 031/2015  - Universidade FederalRural do Rio de Janeiro).";"Fundamento Legal: Lei nº 10.520 de 17 de julho 2002 e Decreto nº 5.450 de 31 de maio de 2005.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160267";"2 BATALHAO DE INFANTARIA MOTORIZADO (ES)";"09/06/2015";"13/05/2016";"09/06/2015";"08/06/2016";"03951766000140";"W P SISTEMAS REPROGRAFICOS E IMPRESSAO LTDA";"23256,0000";"23256,0000";"000312015";"153166";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"-99";"Pregão - Registro de Preço"
"12016";"Objeto: Contratação de serviços de transporte hidroviário, em barcos, balsas e/ou rebocadores, compreendendo o transporte de materiais diversos, mobiliários, utensílios e equipamentos em geral (material permanente), produtos frigoríficos, entre outros, visando atender as necessidades do IFAM Campus Tefé.";"Fundamento Legal: Lei nº 10520, Lei nº 8.666/93 Instrução Normativa nº 02/2008-SLTI.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26403";"Instituto Federal do Amazonas";"155440";"IFAM - CAMPUS TEFE";"26/02/2016";"10/05/2016";"26/02/2016";"25/02/2017";"03965386000164";"ELIVALDO DA SILVA PENA EIRELI";"22116,0000";"22116,0000";"000112015";"257029";"DISTRITO SANIT.ESP.INDIGENA - MEDIO SOLIMOES";"-99";"Pregão - Registro de Preço"
"602016";"Objeto: PRESTAÇÃO DE SERVIÇOS TÉCNICOS PROFISSIONAIS  DE NATUREZA JURÍDICA ESPECIALIZADA, CONSISTENTES NA ELABORAÇÃO DE PARECER A SER APRESENTADO NAS AÇÕES EM QUE SE DISCUTE DIFERENÇAS A MENOR NA CONVERSÃO DE VALORES COBRADOS DOS CONSUMIDORES EM RAZÃO DE EMPRÉSTIMO COMPULSÓRIO.";"ARTIGO 25, INCISO II, PARÁGRAFO PRIMEIRO; COMBINADO AO ARTIGO 13, INCISO II, DA LEI 8.666/93 E SUAS ALTERAÇÕES POSTERIORES.";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910808";"CENTRAIS ELETRICAS BRASILEIRAS S/A";"20/05/2016";"13/05/2016";"20/05/2016";"19/07/2016";"01653197000120";"ARRUDA ALVIM, ARAGAO, LINS E SATO-ADVOGADOS";"110000,0000";"110000,0000";"-2";"";"";"";""
"152016";"Objeto: Contratação de serviços tecnicos manutenção preventiva e corretiva em aparelhos de ar condicionado de pequeno, medio e grande porte, incluindo o fornecimento de peças, materiais e acessorios originais dos fabricantes, compreendendo, ainda, realocação e remanejamento fisico interno e externo dos equipamentos para o DSEI/MGES.";"Fundamento Legal: Lei 8.666/93 e 10520/02 e suas alterações.";"Pregão - Registro de Preço";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257035";"DISTRITO SANIT.ESP.INDIGENA - MG/ES";"18/02/2016";"09/05/2016";"18/02/2016";"18/02/2017";"09329246000186";"ESQUIMO SERVICE LTDA";"28313,6400";"28313,6400";"000362015";"257035";"DISTRITO SANIT.ESP.INDIGENA - MG/ES";"-99";"Pregão - Registro de Preço"
"100232016";"OBJETO: Manutenção de lavador de gases e fornecimento de ventilador de exaustão.";"Fundamento Legal: Pregão Eletrônico GESUP.F 1.006/16";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"20303";"Indústrias Nucleares do Brasil";"113206";"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB";"03/05/2016";"05/05/2016";"03/05/2016";"09/09/2016";"12063108000102";"PLASMONTEC GUEDES MONTAGENS E REVESTIMENTOS INDUSTRIAIS LTDA";"50980,0000";"50980,0000";"-2";"";"";"";""
"52016";"Objeto: Prestação de serviços médicos em carater complementar, de natureza contíua aos benefi ciarios do FuSEx, PASS, SAMMED e eventualmente militares e dependentes das outras Forças Armadas e militares das Nações Amigas do Brasil, encaminhados pelo H Gu Marabá.";"Fundamento Legal: Art nº 25, caput, da lei 8666 de 21 de junho de 1993.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160168";"HOSPITAL DA GUARNICAO DE MARABA";"11/04/2016";"12/05/2016";"30/04/2016";"30/04/2017";"16630862000138";"MEDICINE CLINICA MEDICA LTDA";"0,0100";"0,0100";"000072015";"160168";"HOSPITAL DA GUARNICAO DE MARABA";"7";"Inexigibilidade de Licitação"
"262016";"Objeto: Prestação de Serviços de Manutenção Preventiva e Corretiva das instalações prediais,  com cobertura de riscos, a serem executados na Gerência Executiva do INSS em Barreiras e Unidades Vinculadas (com fornecimento e reposição de peças e materiais novos e originais).";"Fundamento Legal: Lei 10.520/02; Decreto 5.450/05;Lei 8.666/93";"Pregão";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"511669";"GERENCIA EXECUTIVA BARREIRAS";"02/05/2016";"10/05/2016";"02/05/2016";"01/05/2017";"03926825000120";"CONSTRUTORA VIANA BARROS ENGENHARIA E SERVICOS LTDA";"396000,0000";"58152,9800";"000022016";"511669";"GERENCIA EXECUTIVA BARREIRAS";"5";"Pregão"
"2622016";"Objeto: SERVIÇOS DE MANUTENÇÃO RODOVIÁRIA(CONSERVAÇÃO/RECUPERAÇÃO), NA RODOVIA BR-418/BA; TRECHO: ENTR. BA-001(A)(CARAVELAS) - DIVISA BA/MG;SUBTRECHO: ENTR. BR-101 - DIVISA BA/MG; SEGMENTOS: KM 84,5 - KM 123,9; EXTENSÃO: 39,4KM.";"Fundamento Legal: FUNDAMENTA-SE NAS LEIS Nº 8.666/93, E VINCULA-SE AO EDITA";"Pregão";"Não se aplica";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"393027";"SUPERINTENDENCIA REG. NO ESTADO BA - DNIT";"16/05/2016";"18/05/2016";"19/05/2016";"17/04/2022";"02873295000136";"SCR-SINALIZACAO E CONSERVACAO DE RODOVIAS LTDA.";"6094257,5000";"5170275,1200";"005522015";"393027";"SUPERINTENDENCIA REG. NO ESTADO BA - DNIT";"5";"Pregão"
"504782016";"Objeto: Referente aos serviços de recuperação do automatizador do portão da garagem do MECIR/GTREC, com instalação de acionamento por controle remoto.";"Lei 8.666/93, Artigo 24 , Inciso 02";"Sem Informação";"Fechado";"25201";"Banco Central do Brasil - Orçamento Fiscal e ";"25201";"Banco Central do Brasil - Orçamento Fiscal e ";"179087";"BANCO CENTRAL DO BRASIL";"18/05/2016";"19/05/2016";"18/05/2016";"16/06/2016";"17613918000109";"CONTRATADO : JOSE ROCHA DE AZEVEDO - ME       -";"1950,0000";"1950,0000";"-2";"";"";"";""
"504552016";"Objeto: Fornecimento de água mineral em garrafões de 20 litros, para consumo do Edifício-Sede do Banco Central do Brasil no Recife (PE).";"Decreto 5.450/05";"Sem Informação";"Fechado";"25201";"Banco Central do Brasil - Orçamento Fiscal e ";"25201";"Banco Central do Brasil - Orçamento Fiscal e ";"179087";"BANCO CENTRAL DO BRASIL";"09/05/2016";"10/05/2016";"09/05/2016";"31/08/2016";"10793836000144";"ACM DISTRIBUIDORA E COMERCIO DE BEBIDAS LTDA";"2966,5000";"2966,5000";"-2";"";"";"";""
