"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"506532015";"Objeto: Elaboração de projeto executivo hidro-sanitário para reforma de sanitários e copas da ADPAL";"Lei 8.666/93, Artigo 24 , Inciso 01";"Sem Informação";"Fechado";"25201";"Banco Central do Brasil - Orçamento Fiscal e ";"25201";"Banco Central do Brasil - Orçamento Fiscal e ";"179087";"BANCO CENTRAL DO BRASIL";"22/06/2015";"24/06/2015";"22/06/2015";"22/07/2015";"04535660000128";"ASOLON ENGENHARIA - EIRELI";"13800,0000";"13800,0000";"-2";"";"";"";""
"12015";"Objeto: A aquisição de material de consumo paraatender a GEXBAV/RR e suas unidades vinculadas.";"Fundamento Legal: Lei Federal nr. 10520/02 e Decreto nr. 5450/05, subsidiariamente na Lei Federal nr. 8.666/93, atualizadas.";"Pregão - Registro de Preço";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"510599";"GERENCIA EXECUTIVA BOA VISTA";"02/06/2015";"10/06/2015";"02/06/2015";"31/12/2015";"07217926000182";"M L P COSTA";"6090,0000";"6090,0000";"000272014";"510599";"GERENCIA EXECUTIVA BOA VISTA";"-99";"Pregão - Registro de Preço"
"302015";"Objeto: Prestação de serviços de telefonia fixa das farmácias populares do Brasil.";"Fundamento Legal: Lei 8.666/93.";"Pregão";"Publicado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254462";"COORDENACAO GERAL DE INFRAESTRUTURA DOS CAMPI";"15/05/2015";"16/06/2015";"18/05/2015";"18/05/2016";"33000118000179";"TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL";"69131,6400";"223313,1600";"000102015";"254462";"COORDENACAO GERAL DE INFRAESTRUTURA DOS CAMPI";"5";"Pregão"
"968952015";"OBJETO: Fornecimento de circuito de comunicação";"Fundamento Legal: 8666/93";"Sem Informação";"Fechado";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925039";"AMAZONAS DISTRIBUIDORA DE ENERGIA S/A";"02/06/2015";"19/06/2015";"02/06/2015";"02/08/2017";"05492370000107";"NORTE BRASIL NETWORK TELECOMUNICACOES LTDA";"72000,0000";"72000,0000";"-2";"";"";"";""
"16922015";"Objeto: ContratonCTNI902015044000Licitacaon902015044000FornecimentodeequipamentosmateriaiseservicosparaampliacaodasubestacaoPicos-Instalacaode2BancosdeCapacitores";"LEI 8666";"Sem Informação";"Pendente";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"25/09/2015";"30/06/2015";"25/09/2015";"25/09/2015";"12580932000130";"JPW ENGENHARIA ELETRICA LTDA";"8703611,6200";"8703611,6200";"-2";"";"";"";""
"32015";"Objeto: Prestação de serviços de assistencia médica, laboratorial, ambulatorial aos usuários do FUSEX.";"Fundamento Legal: Caput, do artigo 25, da Lei 8.666/93";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160435";"7 REGIMENTO DE CAVALARIA MECANIZADO";"05/06/2015";"16/06/2015";"06/06/2015";"05/06/2018";"92316124000107";"UNIMED REGIAO DA FRONTEIRA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA.";"1300000,0000";"5200000,0000";"000082014";"160435";"7 REGIMENTO DE CAVALARIA MECANIZADO";"7";"Inexigibilidade de Licitação"
"652015";"Objeto: Contratação de Serviços Especializados de Vigilância para o Campus Xanxerê do IFSC.";"Fundamento Legal: Art., 62 da Lei 8666/93 e suas alterações.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"29/05/2015";"11/06/2015";"17/06/2015";"17/06/2016";"95832986000172";"INVIOLAVEL SEGURANCA 24 HORAS LTDA.";"340999,9200";"1520606,5500";"000602015";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"5";"Pregão"
"132015";"Objeto: CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO DE SERVIÇOS RELATIVOS A ÁGUA E ESGOTO.";"Fundamento Legal: LEI 8666/93 COM SUAS ALTERAÇÕES SUBSEQUENTES E DEMAIS DIP";"Inexigibilidade de Licitação";"Não se aplica";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158123";"INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"17/04/2015";"30/06/2015";"17/04/2015";"31/12/2099";"21572243000174";"COMPANHIA DE SANEAMENTO MUNICIPAL - CESAMA";"11340,0000";"11340,0000";"000022015";"158123";"INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"7";"Inexigibilidade de Licitação"
"272015";"Objeto: PRESTAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL PESSOAL E DE SERVIÇO TELEFÔNICO FIXO COMUTADO, COM FORNECIMENTO DE APARELHOS EM REGIME DE COMODATO.";"Fundamento Legal: LEI 8666/93 10.520/02";"Pregão - Registro de Preço";"Não se aplica";"40000";"Ministério do Trabalho";"38901";"Fundo de Amparo ao Trabalhador";"380918";"GERAL DE RECURSOS LOGISTICOS - CGRL";"03/06/2015";"15/06/2015";"04/06/2015";"02/06/2019";"40432544000147";"CLARO S.A.";"1359273,8400";"1368321,8400";"000012014";"201057";"CENTRAL DE COMPRAS E CONTRATACOES - CENTRAL";"-99";"Pregão - Registro de Preço"
"102015";"Objeto: Prestação de serviços de produção e encadernação de material didático e documentos técnicos para atender o CENTRESAF/PA.";"Fundamento Legal: Lei nº 8.666/93";"Pregão";"Publicado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170214";"SUPERINTENDENCIA REG. ADM. DO ME - PARA";"26/06/2015";"30/06/2015";"01/07/2015";"30/06/2016";"13498235000105";"L.E COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO LTDA";"25800,0000";"25800,0000";"000032015";"170214";"SUPERINTENDENCIA REG. ADM. DO ME - PARA";"5";"Pregão"
