"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"2902017";"Objeto: Projeto de extensão intitulado Ação saberes indiginas na escola - Núcleo SC.";"Fundamento Legal: Lei 8666";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26246";"Universidade Federal de Santa Catarina";"153163";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"22/03/2018";"26/04/2018";"22/03/2018";"31/07/2018";"83476911000117";"FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA";"74988,3000";"74988,3000";"006592017";"153163";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"6";"Dispensa de Licitação"
"172018";"Objeto: Contratação de serviços de forma indireta e contínua de vigilância para atender a Sededa Coordenação Regional de Ji-Paraná/RO.";"Fundamento Legal: Lei n  8.666/93, Decreto n  2.271/1997, Portaria n  409/2016, IN SLTI/MP N  02/2008.";"Pregão";"Publicado";"25000";"Ministério da Economia";"20603";"Superintendência da Zona Franca de Manaus";"193028";"SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM";"25/04/2018";"27/04/2018";"27/04/2018";"27/04/2019";"10585532000191";"IMPACTUAL VIGILANCIA E SEGURANCA LTDA";"253689,9200";"794928,9300";"000062018";"193028";"SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM";"5";"Pregão"
"1432017";"Objeto: Aquisição de 4 fontes de irídio.";"Fundamento Legal: Inciso I do artigo 25 da Lei 8666/93 e suas alterações.";"Inexigibilidade de Licitação";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"21/12/2017";"27/04/2018";"21/12/2017";"31/12/2018";"ESTRANG0029278";"VARIAN MEDICAL SYSTEMS GMBH";"67874,4000";"67874,4000";"000622017";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"7";"Inexigibilidade de Licitação"
"12018";"Objeto: Serviço de adequação das instalações   elétricas do QG da 12ª Bda Inf L (Amv).";"Fundamento Legal: Lei 8.666/93.";"Tomada de Preços";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160462";"COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL)";"09/04/2018";"26/04/2018";"10/04/2018";"09/11/2018";"05023421000151";"LESSA INSTALACOES E MONTAGENS LTDA";"159569,6200";"159569,6200";"000022017";"160462";"COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL)";"2";"Tomada de Preços"
"1562018";"Objeto: Aquisição de material de consumo para atender a GEXVIT/INSS/ES";"Fundamento Legal: Lei nº8666/93 e Lei nº10520/02";"Pregão - Registro de Preço";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"510350";"GERENCIA EXECUTIVA VITORIA";"06/04/2018";"20/04/2018";"06/04/2018";"06/04/2019";"85064228000106";"RAJ IMPEX IMPORTACAO E COMERCIO EIRELI";"1867,0000";"1867,0000";"000022017";"510350";"GERENCIA EXECUTIVA VITORIA";"-99";"Pregão - Registro de Preço"
"92018";"Objeto: Prestação de serviços continuados de terceirização de atividades de apoio, a serem executados no campus de Alegre (Grupo 03).";"Fundamento Legal: Lei nº 8.666/1993";"Pregão";"Publicado";"26000";"Ministério da Educação";"26406";"Instituto Federal do Espírito Santo";"158425";"INST.FED. ESPIRITO SANTO/CAMPUS ALEGRE";"02/04/2018";"12/04/2018";"02/04/2018";"02/04/2019";"11511109000100";"JFL SERVICOS LTDA";"607997,7500";"1296752,1400";"000122017";"158425";"INST.FED. ESPIRITO SANTO/CAMPUS ALEGRE";"5";"Pregão"
"52018";"Objeto: Contratação de Serviços de Agente de portaria Diurno, 12x36h para o IFMT Campus São Vicente.";"Fundamento Legal: Lei nº 8.666/93, suas alterações e demais legislações pertinentes.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26414";"Instituto Federal do Mato Grosso";"158335";"INST.FED.MATO GROSSO/CAMPUS SAO VICENTE";"19/03/2018";"06/04/2018";"02/05/2018";"02/05/2019";"12110438000101";"CENTRO AMERICA SERVICOS LTDA";"78984,0000";"78984,0000";"000032017";"158972";"INST.FED.MATO GROSSO/CAMPUS ALTA FLORESTA";"-99";"Pregão - Registro de Preço"
"40052018";"OBJETO: Prestação do serviço de manutenção preventiva em todos os componentes e equipamentos. CT 4/18/005";"Fundamento Legal: Lei 10.520/2002, Decreto 5.450/2005, P.E. GESUP.F 1.007/18";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"20303";"Indústrias Nucleares do Brasil";"113206";"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB";"17/04/2018";"20/04/2018";"17/04/2018";"15/06/2018";"19924970000101";"GERAENERGY COMERCIO MANUTENCAO E INSTALACAO ELETRICAS LTDA";"117000,0000";"117000,0000";"-2";"";"";"";""
"112018";"Objeto: Contratação de serviço móvel pessoal (SMP), ND: 339039, Ptres: 0280120320, sendo R$ 8.136,63 para o exercício de 2018, R$ 10.484,84 para o exercício de 2019 e R$ 8.136,63 para o exercício de 2020.";"Fundamento Legal: Lei 8.666/93";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120633";"GRUPAMENTO DE APOIO DE SAO PAULO";"01/03/2018";"06/04/2018";"01/03/2018";"31/08/2020";"02558157000162";"TELEFONICA BRASIL S.A.";"27122,1000";"57152,7000";"000292017";"120633";"GRUPAMENTO DE APOIO DE SAO PAULO";"-99";"Pregão - Registro de Preço"
"12018";"Objeto: Prestação de serviço de assistência técnica e de manutenção de equipamentos biomédicos.";"Fundamento Legal: Caput do art. 25 da Lei 8.666/93.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160334";"POLICLINICA MILITAR DO RIO DE JANEIRO";"01/03/2018";"17/04/2018";"01/03/2018";"01/03/2019";"09032626000235";"AGFA DO BRASIL LTDA.";"79118,8800";"164211,2400";"000052017";"160334";"POLICLINICA MILITAR DO RIO DE JANEIRO";"7";"Inexigibilidade de Licitação"
