"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"72015";"Objeto: Contratação de empresa especializada na prestação de serviço telefônico fixo comutado (fixo-fixo e fixo-móvel) a ser executado de forma contínua, para atender às necessidades do Hospital Universitário do Piauí (HU-UFPI)";"Fundamento Legal: Lei nº 8.666/93 e Lei nº 2.271/97.";"Dispensa de Licitação";"Rescindido - Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155008";"HOSPITAL UNIVERSITARIO DO PIAUI";"03/08/2015";"02/09/2015";"03/08/2015";"02/08/2016";"33000118001060";"TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL";"176018,7600";"1071060,0800";"000042015";"155008";"HOSPITAL UNIVERSITARIO DO PIAUI";"6";"Dispensa de Licitação"
"192015";"Objeto: Ministração de curso de Inglês Básico.";"Fundamento Legal: Lei 8666/93";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26412";"Instituto Federal do Sul de Minas Gerais";"158304";"IFSULDEMINAS - CAMPUS MACHADO";"01/07/2015";"17/09/2015";"15/09/2015";"23/09/2015";"08284293676";"JOSIMARY MORAIS VASCONCELOS OLIVEIRA";"1000,0000";"1000,0000";"000122015";"158304";"IFSULDEMINAS - CAMPUS MACHADO";"7";"Inexigibilidade de Licitação"
"352015";"OBJETO: Gerenciamento de central de serviços";"Fundamento Legal: 8666/93";"Sem Informação";"Fechado";"39000";"Ministério da Infraestrutura";"39000";"Ministério da Infraestrutura - Unidades com v";"399005";"COMPANHIA DOCAS DO PARA";"21/09/2015";"24/09/2015";"21/09/2015";"19/03/2016";"42563692000126";"M.I. MONTREAL INFORMATICA S.A";"444600,0000";"444600,0000";"-2";"";"";"";""
"72015";"Objeto: Aquisição de peças diversas para o equipamento Xeikon modelo DCP 32 D, conforme especificações e quantitativos estabelecidos no   edital";"Fundamento Legal: Lei 8666/93, 10520/2002 e 8078/1990";"Pregão - Registro de Preço";"Publicado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114637";"CENTRO DOC. E DISSEMINACAO DA INFORMACAO/IBGE";"10/09/2015";"15/09/2015";"10/09/2015";"10/11/2015";"03256541000173";"OIGRES COMERCIO DE MATERIAIS EIRELI";"252200,0000";"252200,0000";"000172015";"114637";"CENTRO DOC. E DISSEMINACAO DA INFORMACAO/IBGE";"-99";"Pregão - Registro de Preço"
"492015";"Objeto: Contratação de empresa especializada para realizar a desmontagem e montagem do Sistema de Armazenamento e Arquivamento Deslizante Mecânico de propriedade do Ministério do Planejamento, Orçamento e Gestão - MP.";"Fundamento Legal: Art. 24 da Lei nº 8666/93.";"Dispensa de Licitação";"Publicado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"201004";"COORDENACAO-GERAL DE AQUISICOES - CGEAQ";"02/09/2015";"03/09/2015";"02/09/2015";"01/10/2015";"72645872000118";"CTX TECNOLOGIA E EQUIPAMENTOS EIRELI";"7780,0000";"7780,0000";"000112015";"201004";"COORDENACAO-GERAL DE AQUISICOES - CGEAQ";"6";"Dispensa de Licitação"
"52015";"Objeto: Contratação de Prestação de serviços de lavagem de roupas de cama, mesa e banho.";"Fundamento Legal: Lei nº 8.666, de 1993, no Decreto nº  8.666, de 1993, no Decreto nº 2.271, de 1997.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160513";"9º B MNT - CONTROLE PATRIMONIAL E CUSTOS";"04/09/2015";"15/09/2015";"04/09/2015";"03/09/2016";"37209657000173";"A LAVANDERIA SERV LAV LTDA";"37692,0000";"41680,4800";"000142014";"160078";"COLEGIO MILITAR DE CAMPO GRANDE";"-99";"Pregão - Registro de Preço"
"172015";"Objeto: Execução de base de instalação e fornecimento de três mastros externos para hasteamento de bandeiras na sede da Reitoria do IFTM.";"Fundamento Legal: Lei n  8.666/93";"Concorrência";"Publicado";"26000";"Ministério da Educação";"26413";"Instituto Federal do Triângulo Mineiro";"158099";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"08/09/2015";"23/09/2015";"08/09/2015";"08/01/2016";"14795087000145";"TOSTES & ALBANO LTDA";"28408,7500";"28408,7500";"000012015";"158099";"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"3";"Concorrência"
"512015";"Objeto: Prestaçao de serviços medicos na area  exames DIAGNOSTICOS POR IMAGEM.";"Fundamento Legal: Parágrafo único do artigo 61 da Lei 8.666/93.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"10/08/2015";"09/09/2015";"10/08/2015";"09/08/2016";"02396816000101";"CLIMA CLINICA DE DIAGNOSTICO POR IMAGEM LTDA.";"1000000,0000";"1000000,0000";"000012015";"160106";"2 BATALHAO FERROVIARIO";"7";"Inexigibilidade de Licitação"
"292015";"Objeto: Aquisição de material de consumo para GEXTER/PI.";"Fundamento Legal: Lei Nº 10520/2002, Decreto Nº5.450/2005 e Lei Nº 8.666/93.";"Pregão - Registro de Preço";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"510030";"GERENCIA EXECUTIVA TERESINA";"21/07/2015";"15/09/2015";"21/07/2015";"21/07/2016";"07048323000102";"RC RAMOS COMERCIO LTDA";"2599,0000";"2599,0000";"000062014";"510677";"SUPERINTENDENCIA REGIONAL NORDESTE";"-99";"Pregão - Registro de Preço"
"1612015";"Objeto: DESPESA COM O PATROCÍNIO DO PROJETO Brazil WindPower 2015 Conference and Exhibition";"CAPUT DO ART. 25 DA LEI 8666, DE 21/06/1993";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910808";"CENTRAIS ELETRICAS BRASILEIRAS S/A";"18/08/2015";"24/09/2015";"18/08/2015";"01/03/2016";"04070015000187";"CANAL ENERGIA INTERNET LTDA      -";"30000,0000";"30000,0000";"-2";"";"";"";""
