"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"372020";"Objeto: Contratação de PaaS (Platform as a Service) de empresa especializada em implantação/administração/provimento de plataforma Moodle para atender a demanda de 01 (uma) plataforma Moodle necessária para o atendimento ao cenáriode  pandemia pelo IFMT.                            .";"Fundamento Legal: Lei nº 8.666 de 21 de junho de 1993,Lei nº 10.520 de 17 de julho de 2002_e Lei nº 13.979, de 6 de fevereiro de 2020.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26414";"Instituto Federal do Mato Grosso";"158144";"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO";"22/09/2020";"29/09/2020";"28/09/2020";"27/03/2021";"02081864000100";"GFARIAS EDUCACAO LTDA";"86600,0100";"86600,0100";"000132020";"158144";"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO";"6";"Dispensa de Licitação"
"482020";"Objeto: Contratação de empresa especializada na prestação de serviços de manutenção preventiva e corretiva, incluindo fornecimento de peças,de aparelhos de ar-condicionado de diversas marcas instalados na Unidade Operacional de Roraima, pelo período de 20 (vinte) meses.";"Fundamento Legal: lei 8666";"Pregão";"Publicado";"41000";"Ministério das Comunicações";"41231";"Agêncial Nacional de Telecomunicações";"413012";"AGENCIA NACIONAL DE TELECOMUNICACOES-AM";"01/06/2020";"03/09/2020";"01/06/2020";"31/01/2022";"03966047000100";"MARILENE M. CABRAL EIRELI";"47100,0000";"47100,0000";"000052020";"413012";"AGENCIA NACIONAL DE TELECOMUNICACOES-AM";"5";"Pregão"
"342020";"Objeto: O objeto do presente instrumento é aquisição de material hospitalar/equipamento de EPI(luva para procedimento não cirurgico), conforme especificações e quantitativos estabelecidos no Termo de Referência, parte integrante deste instrumento contratual.";"Fundamento Legal: lei13303/16, DC8945/16, regulamento de licitações e contratos EBSERH aprovado pela resolução de conselho de adm nº 71/2018.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155015";"MATERNIDADE ESCOLA JANUARIO CICCO";"04/09/2020";"08/09/2020";"04/09/2020";"04/01/2021";"12305387000173";"RDF - DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA";"268800,0000";"268800,0000";"000102020";"155015";"MATERNIDADE ESCOLA JANUARIO CICCO";"6";"Dispensa de Licitação"
"112020";"Objeto: Aquisição de material de consumo (EPI) para atender às unidades vinculadas às Gerências Executivas do INSS/MT.";"Fundamento Legal: Lei Complementar nº 123/06 e Lei nº 8.666/93";"Dispensa de Licitação";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"511080";"GERENCIA EXECUTIVA CUIABA";"26/08/2020";"25/09/2020";"26/08/2020";"26/11/2020";"24477405000183";"LIMPCLEAN-RIO MATERIAIS DESCARTAVEIS E HOSPITALARES EIRELI";"400,0000";"400,0000";"000032020";"511080";"GERENCIA EXECUTIVA CUIABA";"6";"Dispensa de Licitação"
"312020";"Objeto: Aquisição de alimentos da agricultura familiar. Chamada Pública nº 01/2020.";"Fundamento Legal: Paragrafo único do artigo 61 da Lei 8.666/93.";"Dispensa de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160129";"ESCOLA DE SARGENTOS DAS ARMAS";"01/09/2020";"22/09/2020";"01/09/2020";"01/09/2021";"08875991000168";"ASSOCIACAO DOS PRODUTORES RURAIS DE SAO BENTO ABADE";"463465,5000";"463465,5000";"000962020";"160129";"ESCOLA DE SARGENTOS DAS ARMAS";"6";"Dispensa de Licitação"
"632020";"Objeto: O presente instrumento é o registro de preços para futura eventual contratação de serviços gráficos para atender o 6  Depósito de Suprimento, que serão prestados nas condições estabelecidas no Termo de Referência, anexo do Edital.";"Fundamento Legal: Lei 8666/93";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160038";"6º DEPOSITO DE SUPRIMENTO";"19/08/2020";"11/09/2020";"19/08/2020";"19/08/2021";"12187302000108";"SANEAR SAUDE AMBIENTAL LTDA";"3000,0000";"3000,0000";"000012020";"160454";"28º BATALHAO DE CACADORES";"-99";"Pregão - Registro de Preço"
"972020";"Objeto: Aquisição de obras literárias, em língua portuguesa e língua inglesa, destinadas aos estudantes dos anos iniciais do Ensino Fundamental (1º ao 5º anos) e do Ensino Médio (1º ao 3º anos) no âmbito do Programa Nacional do Livro e do Material Didático - PNLD Literário 2018 - reposição.";"Fundamento Legal: Lei 8.666/93";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26298";"Fundo Nacional de Desenvolvimento da Educação";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"03/09/2020";"08/09/2020";"03/09/2020";"29/08/2021";"56433840000100";"ILELIS EDITORA E AGENCIA LITERARIA LTDA";"183150,6100";"183150,6100";"000912020";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"7";"Inexigibilidade de Licitação"
"3082020";"Objeto: Aquisição de baterias";"Fundamento Legal: Art. 24 - II";"Dispensa de Licitação";"Publicado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"18/09/2020";"21/09/2020";"18/09/2020";"18/11/2020";"35171422000104";"AGUIATRON COMERCIO E IMPORTACAO LTDA";"8964,0000";"8964,0000";"003042020";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"6";"Dispensa de Licitação"
"32020";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO E RECARGA DE EXTINTORES SOB DEMANDA, COM FORNECIMENTO DE PEÇAS E SUBSTITUIÇÃO DE COMPONENTES NECESSÁRIOS AO SEU PERFEITO FUNCIONAMENTO, PARA ATENDIMENTO DO SISTEMA DE COMBATE A INCÊNDIO DOIFMS CAMPUS COXIM.";"Fundamento Legal: LEI N. 8666/93. LEI N. 10.520/02.";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26415";"Instituto Federal do Mato Grosso do Sul";"158451";"INST. FED. DO MS/CAMPUS COXIM";"29/09/2020";"30/09/2020";"05/10/2020";"05/10/2022";"18275274000159";"M.S. EXTINTORES E EQUIPAMENTOS DE SEGURANCA LTDA";"5478,0000";"5478,0000";"000042020";"158451";"INST. FED. DO MS/CAMPUS COXIM";"-99";"Pregão - Registro de Preço"
"42020";"Objeto: PARA AQUISIÇÃO DE MATERIAL DE CONSUMO A FIM DE ATENDER AS NECESIDADES OPERACIONAIS DAGEX CAMPOS DOS GOYTACAZES E DEMAIS UNIDADES VINCULADAS";"Fundamento Legal: LEI 8666/93, DECRETO 10520/2020";"Pregão - Registro de Preço";"Não se aplica";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"512082";"GERENCIA EXECUTIVA CAMPOS DOS GOYTACAZES";"20/08/2020";"03/09/2020";"20/08/2020";"31/12/2020";"07065674000113";"SALENAS CONFECCAO E MATERIAIS PARA ESCRITORIOS EIRELI";"1607,8000";"1607,8000";"000012019";"512074";"SUPERINTENDENCIA REGIONAL SUDESTE III";"-99";"Pregão - Registro de Preço"
