"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"212014";"Objeto: Contratação de empresa especializada,emregime de empreitada,p/prestação serviços continuados de limpeza e conservação do tipo comum, nas areas internas e externas do imovel sede doDSEI/MA -Rua rio de janeiro,166 jordoa-SLZ/MA, c/fornecimento de materiais e equipamentos, conforme condições estabelecidas no Edital e Anexos.";"Fundamento Legal: LeiS:10.520/02, 8.666/93,LC  123/06, Decretos:5.450/05,3.722/02,3.931/02,4.342/02.";"Pregão";"Rescindido - Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257034";"DISTRITO SANIT.ESP.INDIGENA - MARANHAO";"05/05/2014";"06/05/2014";"13/05/2014";"12/05/2015";"08611082000112";"IGOR A. AGUIAR COMERCIO E SERVICOS";"113160,0000";"113160,0000";"000022014";"257034";"DISTRITO SANIT.ESP.INDIGENA - MARANHAO";"5";"Pregão"
"22014";"Objeto: Prestação de serviços postais com a Empresa Brasileira de Correios e Telegráfos para o1º regimento de Carros de Combate.";"Fundamento Legal: Art. 24, inciso VIII, da Lei 8.666/93";"Dispensa de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160262";"1 REGIMENTO DE CARROS DE COMBATE";"07/02/2014";"07/05/2014";"07/02/2014";"06/02/2015";"34028316002661";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"1031,1200";"31451,1200";"000092014";"160262";"1 REGIMENTO DE CARROS DE COMBATE";"6";"Dispensa de Licitação"
"52014";"Objeto: Prestação de serviço de Organização Civil de Saúde especializada em assistência médica, ambulatorial, laboratorial, farmacêutica, internação hospitalar, pronto atendimento nas áreas de urgência e emergência, serviços auxiliaresde diagnose e terapia, serviços eletivos, serviços de análises clínicas, banco de sangue, fisioterapia e endoscópia digestiva em proveito dosusuários do SAMMED/FUSEx/PASS.";"Fundamento Legal: Parágrafo único do Art 61 da Lei 8666/93.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"29/05/2014";"30/05/2014";"29/05/2014";"28/05/2015";"98416225000128";"SANTA CASA DE CARIDADE DE URUGUAIANA";"600000,0000";"10200000,0000";"000102013";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"7";"Inexigibilidade de Licitação"
"7382014";"Objeto: MESAS ESPECIAIS PRIVATE";"LIMITE DE VALOR - BENS/SERVIÇOS, EXCETO ENGENHARIA";"Sem Informação";"Pendente";"25000";"MINISTERIO DA ECONOMIA";"25281";"BANCO DO BRASIL S/A";"176024";"BB - CSL - RECIFE (PE)";"16/05/2014";"16/05/2014";"16/05/2014";"15/07/2014";"09474448000111";"B.T. RODRIGUES FILHO";"3925,0000";"3925,0000";"-2";"";"";"";""
"572014";"Objeto: Contratação da FAPEX para dar apoio ao projeto Conhecimento e Aceitabilidade da PrEP(profilaxia pré exposição ao HIV) entre travestis e transexuais em Salvador-Ba";"Fundamento Legal: Leis 8.666/93, 8.958/94, 12.349/10 e Dec. 7.423/10";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26232";"Universidade Federal da Bahia";"153038";"UNIVERSIDADE FEDERAL DA BAHIA";"27/12/2013";"05/05/2014";"27/12/2013";"11/12/2014";"14645162000191";"FUNDACAO DE APOIO A PESQUISA E A EXTENSAO";"239951,6000";"293194,5000";"000842013";"153038";"UNIVERSIDADE FEDERAL DA BAHIA";"6";"Dispensa de Licitação"
"12014";"Objeto: Contratação de Empresa Brasileira de   correios e telegrafos para prestação de serviçode correios.";"Fundamento Legal: Inciso VIII do Art 24 da Lei 8666.";"Dispensa de Licitação";"Rescindido - Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160407";"29 BATALHAO DE INFANTARIA BLINDADO";"06/11/2013";"26/05/2014";"06/11/2013";"";"34028316002661";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"8000,0000";"8000,0000";"000132014";"160407";"29 BATALHAO DE INFANTARIA BLINDADO";"6";"Dispensa de Licitação"
"272014";"Objeto: Aquisição de veículo para uso da Superintendência do Rio Grande do Sul.";"Fundamento Legal: Lei 8.666/1993";"Pregão";"Publicado";"25000";"Ministério da Economia";"30203";"Instituto Nacional de Metrologia, Qualidade e";"183039";"SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS";"28/05/2014";"29/05/2014";"29/05/2014";"28/06/2014";"05163253000108";"EMPORIUM COMERCIO E SERVICOS LTDA";"145000,0000";"145000,0000";"000092014";"183039";"SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS";"5";"Pregão"
"92014";"Objeto: Atender despesas com serviço de internet banda larga para a unidade.";"Fundamento Legal: Por não atingir o teto limite para dispensa de licitação, inciso II do art 24 da lei 8666/93";"Dispensa de Licitação";"Retificação - Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160177";"71º BATALHAO DE INFANTARIA MOTORIZADO";"02/07/2014";"29/05/2014";"02/07/2014";"02/01/2015";"10345653000166";"SUSAN C CORREIA PADILHA";"3300,0000";"3300,0000";"000032014";"160177";"71º BATALHAO DE INFANTARIA MOTORIZADO";"6";"Dispensa de Licitação"
"242014";"Objeto: Aquisição de material de expediente: lixeira 15l e cd regravável.";"Fundamento Legal: Leis 8666/93 e 10520/02 e Decretos 5450/05 e 7892/13.";"Pregão - Registro de Preço";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"511359";"GERENCIA EXECUTIVA CAMPINAS";"10/04/2014";"08/05/2014";"10/04/2014";"05/11/2014";"08978381000190";"CKS COMERCIO DE MATERIAIS DE ESCRITORIO EIRELI";"398,0000";"398,0000";"000052013";"511436";"GERENCIA EXECUTIVA MARILIA";"-99";"Pregão - Registro de Preço"
"42014";"Objeto: Serviços de fornecimento de agua,coletae tratamento de esgoto para o posto de foz do iguaçu, desta CVPAF/PR.";"Fundamento Legal: Lei 8666/93";"Inexigibilidade de Licitação";"Publicado";"36000";"Ministério da Saúde";"36212";"Agência Nacional de Vigilância Sanitária";"253006";"COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-PR";"02/05/2014";"05/05/2014";"04/05/2014";"";"76484013000145";"COMPANHIA DE SANEAMENTO DO PARANA SANEPAR";"2100,0000";"2100,0000";"000012014";"253006";"COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-PR";"7";"Inexigibilidade de Licitação"
