"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"593372017";"Objeto: Serviços de atualização e suporte técn ico remoto para software Microstrategy.";"Fundamento Legal: Art. 25, Caput, da Lei 8.666/93.";"Inexigibilidade de Licitação";"Publicado";"25000";"Ministério da Economia";"25207";"Serviço Federal de Processamento de Dados";"806030";"SERPRO - SEDE - BRASILIA";"01/08/2017";"09/08/2017";"01/08/2017";"31/07/2020";"02869307000159";"MICROSTRATEGY BRASIL LIMITADA";"13652754,8400";"13347799,6200";"009212017";"806030";"SERPRO - SEDE - BRASILIA";"7";"Inexigibilidade de Licitação"
"352017";"Objeto: PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO COM OPERAÇÃO DE VEÍCULOS E EQUIPAMENTOS DE TRANSPORTE DE CARGA";"Fundamento Legal: LEI Nº 8.666/93, LEI Nº 10.520/2002, DECRETO Nº 2.271/97,";"Pregão";"Não se aplica";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254462";"COORDENACAO GERAL DE INFRAESTRUTURA DOS CAMPI";"31/07/2017";"04/08/2017";"01/08/2017";"28/02/2021";"08742960000139";"ARCO DA ALIANCA COMERCIO E SERVICOS EIRELI";"1070000,0000";"1047076,3000";"000472017";"254462";"COORDENACAO GERAL DE INFRAESTRUTURA DOS CAMPI";"5";"Pregão"
"12017";"Objeto: Credenciar pessoas físicas e jurídicas com sede em Palmas-PR com finalidade de conferir à administração a comprovação de que possui as condições necessárias para realização para realização de ceredenciamento por Inexibilidade de Licitação para prestação de serviços de Assistência Médico/ Hospitalar nas especialidades contidas no edital em caráter complementar ou de natureza continuada aos beneficiários do FUSEX, SAMMED, PASS e SAMEX-Cmb.";"Fundamento Legal: Lei 8.666/93, Lei 9.784/99, Dec 92.512/86, Port Min 305/95, IG 12-02, IG 30-16, IG 30-32 e IR 30-38.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160230";"15 COMPANHIA DE ENGENHARIA DE COMBATE";"15/08/2017";"25/08/2017";"15/08/2017";"14/08/2018";"79539383000120";"HOSPITAL SANTA PELIZZARI LTDA";"485974,9500";"485974,9500";"000032017";"160230";"15 COMPANHIA DE ENGENHARIA DE COMBATE";"7";"Inexigibilidade de Licitação"
"22017";"Objeto: Atendimento ambulatorial e exames complementares de saúde na aréa de oncologia";"Fundamento Legal: Art.25,Caput da Lei 8.666/93.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160088";"HOSPITAL MILITAR DE AREA DE BRASILIA";"01/07/2017";"10/08/2017";"01/07/2017";"30/06/2018";"01682668000129";"ONCO VIDA INSTITUTO ESPECIALIZADO DE ONCOLOGIA S.A.";"200000,0000";"474497,5400";"000012016";"160088";"HOSPITAL MILITAR DE AREA DE BRASILIA";"7";"Inexigibilidade de Licitação"
"272017";"Objeto: Contratação de ente societário especializado na prestação de serviços de transporte terrestre e pessoas, em veículos executivos, incluindo motoristas, seguro e demais insumos, a serem executados de forma contínua.";"Fundamento Legal: Lei 10520/2002; Lei 8666/93";"Pregão";"Retificação - Publicado";"36000";"Ministério da Saúde";"36212";"Agência Nacional de Vigilância Sanitária";"253002";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"17/08/2017";"29/08/2017";"17/08/2017";"17/08/2018";"17927338000196";"AVANTY TRANSPORTES E LOCACOES - EIRELI";"177561,7600";"395309,7800";"000172017";"253002";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"5";"Pregão"
"212017";"Objeto: Empresa especializada em Serviços de Apoio Diagnóstico e Terapêutico-Biópsia Renal e Biópsia Hepática.";"Fundamento Legal: Lei 8.666/93 e outros.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"158196";"HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG";"28/07/2017";"14/08/2017";"28/07/2017";"28/07/2018";"08794550000131";"CENTRO DE DIAGNOSTICO POR IMAGEM S/S LTDA";"95880,0000";"95880,0000";"000632017";"158196";"HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG";"-99";"Pregão - Registro de Preço"
"118382017";"OBJETO: Fornecimento De Recargas De Gás Liquefeito De Petróleo - GLP, Em Recipientes (Botijas)De Capacidade 13kg E 20kg.";"Fundamento Legal: LEI 8666/93; LEI 10520/02; DECRETO 5450/05; LC 123/06.";"Sem Informação";"Fechado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"919818";"BOA VISTA ENERGIA S/A";"09/08/2017";"11/08/2017";"09/08/2017";"09/08/2018";"21204501000160";"CONTRATADO : R. P. DAMASCENO FILHO - ME       -";"14352,0000";"14352,0000";"-2";"";"";"";""
"752017";"Objeto: Contratação de empresa especializada na prestação de serviços continuados de Tradutor e Intérprete de Libras.";"Fundamento Legal: Lei 8.666/93";"Pregão - Registro de Preço";"Rescindido - Publicado";"26000";"Ministério da Educação";"26419";"Instituto Federal do Rio Grande do Sul";"158262";"INST.FED.DO RS/CAMPUS RIO GRANDE";"23/08/2017";"25/08/2017";"02/10/2017";"02/10/2018";"10439655000114";"PEDRO REGINALDO DE ALBERNAZ FARIA E FAGUNDES LTDA";"84600,0000";"84600,0000";"000122017";"158262";"INST.FED.DO RS/CAMPUS RIO GRANDE";"-99";"Pregão - Registro de Preço"
"72017";"Objeto: Aquisição de gêneros alimentícios conforme especificações descritas no termo de referência, Anexo I do Edital do Pregão n  05/2017.";"Fundamento Legal: lei n  8.666/93 e legislação correlata.";"Pregão - Registro de Preço";"Rescindido - Publicado";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"150154";"CENTRO DE EDUCACAO E SAUDE DA UFCG";"19/07/2017";"17/08/2017";"19/07/2017";"18/07/2018";"14489833000172";"GILVANILDO E COMPANHIA CONSTRUCAO LTDA";"31990,6600";"31990,6600";"000052017";"150154";"CENTRO DE EDUCACAO E SAUDE DA UFCG";"-99";"Pregão - Registro de Preço"
"232017";"Objeto: Aquisição de material de consumo para atender a Gerência Executiva do INSS em Dourados/MS e unidades vinculadas.";"Fundamento Legal: Lei 10.520/2002, Decreto 5.420/2005, Decreto 7.892/2013, Lei 8.666/1993";"Pregão - Registro de Preço";"Publicado";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"510297";"GERENCIA EXECUTIVA DOURADOS";"31/07/2017";"17/08/2017";"31/07/2017";"31/07/2018";"04272105000150";"INDUSTRIA E COMERCIO DE PAPEIS ECOPRINT EIRELI";"1112,0000";"1112,0000";"000082016";"510280";"GERENCIA EXECUTIVA CAMPO GRANDE";"-99";"Pregão - Registro de Preço"
