"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"932013";"Objeto: Reforma do alojamento do Campus Murupú da UFRR";"Fundamento Legal: Lei nº 8.666/93";"Concorrência";"Publicado";"26000";"Ministério da Educação";"26250";"Universidade Federal de Roraima";"154080";"UNIVERSIDADE FEDERAL DE RORAIMA";"29/10/2013";"08/11/2013";"29/10/2013";"28/10/2014";"04471634000183";"WCC CONSTRUTORA, CONSULTORIA E COMERCIO DE MATERIAL DE CONSTRUCAO LTDA";"362795,6000";"380763,0800";"000102013";"154080";"UNIVERSIDADE FEDERAL DE RORAIMA";"3";"Concorrência"
"42013";"Objeto: Prestação de serviços de controle de vetores e pragas urbanas englobando: desinsetização, descupinização, desratização.";"Fundamento Legal: Conforme art 57, da Lei 8666/93.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160184";"10º ESQD C MEC- CONTROLE PATRIMONIAL E CUSTOS";"30/10/2013";"21/11/2013";"30/10/2013";"29/10/2014";"05875209000112";"HN SAUDE AMBIENTAL LTDA";"2310,0000";"2310,0000";"000022013";"160184";"10º ESQD C MEC- CONTROLE PATRIMONIAL E CUSTOS";"-99";"Pregão - Registro de Preço"
"302013";"Objeto: Serviços médicos-hospitalares aos usuá  ios sammed/fusex/pass/ex cmb.";"Fundamento Legal: Parágrafo único do art. 61,    da Lei n  8.666/93.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160445";"HOSPITAL DE GUARNICAO DE FLORIANOPOLIS";"26/07/2013";"06/11/2013";"26/07/2013";"25/07/2014";"78269370000116";"CLINICA JANE CIRURGIA PLASTICA LTDA";"1300000,0000";"1300000,0000";"000022013";"160445";"HOSPITAL DE GUARNICAO DE FLORIANOPOLIS";"7";"Inexigibilidade de Licitação"
"519702013";"Objeto: Manutenção de câmera  speed dome";"Lei 8.666/93, Artigo 24 , Inciso 02";"Sem Informação";"Fechado";"25201";"Banco Central do Brasil - Orçamento Fiscal e ";"25201";"Banco Central do Brasil - Orçamento Fiscal e ";"179087";"BANCO CENTRAL DO BRASIL";"07/11/2013";"26/11/2013";"07/11/2013";"08/12/2014";"03374258000146";"KODO BR ELETRONICA EIRELI";"800,0000";"800,0000";"-2";"";"";"";""
"542013";"Objeto: Contratação da pessoa jurídica para a prestação de serviços de agenciamento de viagens compreendendo a emissão, marcação, remarcação e cancelamento de passagens aéreas nacionais e internacionais, bem como marcação e reserva, para atender a IRF/MNO/MS.";"Fundamento Legal: LEI 8666/93";"Pregão";"Publicado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170018";"SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"01/11/2013";"14/11/2013";"01/11/2013";"31/10/2014";"04613668000165";"L. A. VIAGENS E TURISMO LTDA";"30550,0000";"61100,0000";"000062013";"170018";"SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"5";"Pregão"
"1282013";"Objeto: Aquisição de 36 (trinta e seis) equipamentos de salvamento e resgate composto por turbos ventiladores de pressão positiva,para uso dos bombeiros nos aeroportos da rede infraero, pelo sistema de registro de preços.";"RLCI; LEI N 10520/2002; DECRETOS N  5450/2005 E N 7892/2013; LEI COMPL.N 123/2006 E LEI N  8666/93.";"Sem Informação";"Fechado";"52000";"Ministério da Defesa";"52212";"Empresa Brasileira de Infraestrutura Aeroport";"125001";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUARIA";"13/11/2013";"14/11/2013";"20/11/2013";"20/03/2014";"00253902000130";"EMERTECH TECNOLOGIA PARA EMERGENCIAS IMPORTACAO E EXPORTACAO EIRELI";"803720,8800";"803720,8800";"-2";"";"";"";""
"242013";"Objeto: Serviço Telefônico Fixo Comutado local, longa distância nacional e internacional";"Fundamento Legal: Lei n  10520/2002 e Lei n 8666/1993";"Pregão";"Publicado";"44000";"Ministério do Meio Ambiente";"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193099";"IBAMA-INST.BRAS.DO MEIO AMB.E DOS REC.NAT.REN";"26/11/2013";"27/11/2013";"26/11/2013";"26/11/2014";"33530486000129";"EMPRESA BRASILEIRA DE TELECOMUNICACOES S A EMBRATEL";"628064,9500";"942097,4300";"000132013";"193099";"IBAMA-INST.BRAS.DO MEIO AMB.E DOS REC.NAT.REN";"5";"Pregão"
"142013";"Objeto: Prestação de serviços de peças gráficaspara atender as necessidades do IFPE - Ipojuca.";"Fundamento Legal: 8.666";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26418";"Instituto Federal de Pernambuco";"158463";"IFPE - CAMPUS IPOJUCA";"23/09/2013";"13/11/2013";"23/09/2013";"31/12/2013";"12776852000154";"WALVICK LTDA";"2811,4000";"2811,4000";"000082013";"158463";"IFPE - CAMPUS IPOJUCA";"-99";"Pregão - Registro de Preço"
"102013";"Objeto: Contratação de serviços de esgotamento , limpeza de fossas e sumidouros e descarte dos resíduos das aldeias indígenas do PR, atendendo os lotes do 1 ao 8 e o lote 12.";"Fundamento Legal: Leis 8.666/93 e 10.520/02";"Pregão - Registro de Preço";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257048";"DISTRITO SANIT.ESP.INDIGENA - LITORAL SUL";"18/10/2013";"07/11/2013";"18/10/2013";"17/10/2014";"11924244000187";"LIMA E MARTINASSO DESENVOLVIMENTO PROFISSIONAL LTDA";"721634,0000";"721634,0000";"000152013";"257048";"DISTRITO SANIT.ESP.INDIGENA - LITORAL SUL";"-99";"Pregão - Registro de Preço"
"1602013";"Objeto: Prestação de serviços de acolhimento depessoas com transtornos decorrentes do uso, abuso ou dependência de substância psicoativa, conforme demanda específica e condicionada à disponibilidade de créditos no orçamento do FUNAD, observados os detalhamentos técnico e operacional, especificações e condições constantes do Edital de Chamamento Público nº 001/2012 -SENAD/MJ, e seus anexos.";"Fundamento Legal: Caput do art. 25 da Lei 8.666de 21 de junho de 1993.";"Inexigibilidade de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30912";"Fundo Nacional Antidrogas";"200246";"FUNDO NACIONAL ANTIDROGAS";"30/10/2013";"04/11/2013";"30/10/2013";"29/10/2014";"07998862000102";"COMUNIDADE TERAPEUTICA DESAFIO JOVEM REVIVER";"360000,0000";"864000,0000";"001622013";"200246";"FUNDO NACIONAL ANTIDROGAS";"7";"Inexigibilidade de Licitação"
"792013";"Objeto: O presente Contrato tem como objeto a  Locação do Imóvel situado na Monoel Lourenço   Maia  nº 45 SANTA CRUZ, onde esta em  fucniona mento o Laboratório do curso de Nutrição.";"Fundamento Legal: LEI 8.666/93";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26243";"Universidade Federal do Rio Grande do Norte";"153103";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"01/11/2013";"20/11/2013";"01/11/2013";"31/10/2014";"55688608404";"MARIZETE AGRIPINA CONFESSOR FERREIRA";"30000,0000";"61440,0000";"000852013";"153103";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"6";"Dispensa de Licitação"
"1042013";"Objeto: Aquisição eventual de material permanente para o curso técnico em Agropecuária do IF Catarinense - Câmpus Videira.";"Fundamento Legal: Lei 8666/93 e suas alterações";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26422";"Instituto Federal Catarinense";"158379";"IF CATARINENSE - CAMPUS VIDEIRA";"14/11/2013";"22/11/2013";"14/11/2013";"13/11/2014";"07065479000193";"DIMORVAN DAVI MENEGUSSO LTDA";"1399,9000";"1399,9000";"000202013";"158379";"IF CATARINENSE - CAMPUS VIDEIRA";"-99";"Pregão - Registro de Preço"
"492013";"Objeto: Locação de imóvel, situado à Rua Generoso Ponce,1935,na cidade de Paranaíba/MS,com 200m², destinado a instalação da ARF/Paranaíba/MS.";"Fundamento Legal: Art. 24, Inc. X, Lei 8666/93.";"Dispensa de Licitação";"Rescindido - Publicado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170109";"DELEGACIA DA RFB EM CAMPO GRANDE";"29/10/2013";"19/11/2013";"01/11/2013";"31/10/2015";"35745410159";"PAULO SERGIO OTERO PIMENTA";"34320,0000";"112759,9200";"000392013";"170109";"DELEGACIA DA RFB EM CAMPO GRANDE";"6";"Dispensa de Licitação"
"1692013";"Objeto: Fornecer 1 sistema de gravação e edição de imageim aida, marca karl storz, com acessorios e complementos.";"Fundamento Legal: Lei 8.666/93 e alteracoes";"Inexigibilidade de Licitação";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"23/10/2013";"06/11/2013";"23/10/2013";"31/12/2014";"ESTRANG0011851";"KARL STORZ GMBH & CO. KG";"58096,8200";"58096,8200";"000832013";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"7";"Inexigibilidade de Licitação"
